External_Assets,Lent_Funds,Borrowed_Funds,LMI,First_Order_Neighbor_Default_Rate,Loan_Count_Number_of_Creditors,In_Degree_Centrality,Out_Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank,Average_Indegree_of_In_Neighbors,Basic_Default,y
8074618.970499321,27.76000979892985,63.75276616661167,0.05852698069995469,0.1375309207152229,9.595771913745958,0.6433887022010121,0.7641687823971286,1.813651372641841,0.0040728169619689385,0.018603139246268805,14.079054459719568,0,0
7580295.971932182,29.16387440950528,84.49283110025799,0.033185914979183224,0.1359924496490815,9.671243283423562,0.6514759255108163,1.073502433325393,2.8188248632610944,0.004836341621900149,0.019016025271956883,13.888590446215943,0,0
1778319.9146001218,20.273071332030263,87.51326085898427,-0.5603880587543428,0.15308468135023534,8.261987407968721,0.504608645984001,1.073502433325393,2.8188248632610944,0.004633430770247356,0.01555319579057931,16.64517662774037,0,0
467223.0757952539,15.84144105329739,63.59105638378438,-0.5399032986009887,0.1854780264700087,6.058561338109171,0.30001545577446403,0.7641687823971286,1.813651372641841,6.732212898488269e-05,0.010927737026971583,19.91907821064958,0,0
73080.48247835998,15.115434435635278,10.060308672817762,0.12439088961282863,0.20375911160939209,6.058561338109171,0.30001545577446403,0.015294460777214181,0.015611562901641248,-0.0,0.010738424006700968,19.49051619988481,0,0
107531.23447235933,16.592809771922735,33.93170158190286,0.021100939596897603,0.19240103165762654,6.6942065956282075,0.3550870285156659,0.29966146466303056,1.0339076142161197,-0.0,0.01208524561741453,18.774203955928026,0,0
-787685.3537783164,25.681132783943962,41.91104466771107,-20.48003236935631,0.14576636656770262,9.44241763888612,0.627022879852024,0.49333904389974725,1.2944022667886221,0.0016079337445911268,0.018210979038389478,14.47734827417583,0,1
121261.03675509807,10.66562798401949,50.6935042455988,-0.8835542172342261,0.20375911160939209,2.8502388589589405,0.08709879536245976,0.5634412971721021,1.4080358058076186,-0.0,0.005634113137440968,22.530078316797912,0,0
126797.58850987304,16.684429447339106,27.518160483219194,0.08848030941172295,0.18735273006092298,6.6942065956282075,0.3550870285156659,0.2599657463999302,0.9883103093500183,-0.0,0.01208524561741453,18.774203955928026,0,0
-158160.6841922035,21.06533299316833,46.152694136383886,20.234686792380252,0.15592720855765171,8.443875989043002,0.5230065602985782,0.5397628968308824,1.3682943964893826,0.0002677272745100563,0.015567375106097632,16.05061761403487,1,1
401980.9873934972,0.0,36.024017048291526,-0.054075985741672945,0.2319664057479823,0.0,0.0,0.34056497443354894,1.1148608370020223,-0.0,0.0035480407863031586,0.0,0,0
-3423009.869734374,30.47557010796264,75.55874386650054,-5.326578250056383,0.1274295964572218,9.671243283423562,0.6514759255108163,0.8999420031024443,2.181130189966389,0.004740912473490242,0.018985450461444595,13.888590446215943,1,1
411087.98064956855,11.247199093825158,44.875063139976795,-0.13157894512248328,0.2152383299228236,3.1315463045535235,0.1009220424194679,0.5397628968308824,1.3682943964893826,-0.0,0.005735148422888731,20.388863521871603,0,0
739690.0203743945,11.433057091288951,83.02894276856168,-1.332328456348944,0.15463541424951063,3.1315463045535235,0.1009220424194679,1.0143515123016957,2.5752785355841032,9.887105605788381e-05,0.0059741810583648445,22.2879007389668,1,1
84461.38431759784,0.0,32.7786244079701,-0.18404859250863292,0.22927066463383594,0.0,0.0,0.29966146466303056,1.0648980659258696,-0.0,0.0035480407863031586,0.0,0,0
199783.2509112462,0.0,37.34338208563987,-0.1305153845548161,0.22576427283750428,0.0,0.0,0.3614718537280032,1.1414159680013918,-0.0,0.0035480407863031586,0.0,0,0
705014.971217049,20.775489055991226,75.4696814968621,-0.6179620864901253,0.1511885203551169,8.353568206519228,0.5138484521997118,0.8999420031024443,2.181130189966389,0.0036108009735795962,0.015598778673860286,16.34202266774879,0,0
-649301.6486146315,25.491273286577872,67.79792843315828,3.0964219667741246,0.1319638431905425,9.44241763888612,0.627022879852024,0.7641687823971286,1.813651372641841,0.0038041468462065506,0.018325922698710185,14.47734827417583,1,1
810184.49638895,20.077099517457615,79.42719652230001,-0.7698802617214281,0.15308468135023534,8.261987407968721,0.504608645984001,0.9280596218357756,2.269788674486902,0.0038177492881663914,0.01553039053348274,16.64517662774037,0,0
-3049360.7629942717,30.423551520102016,62.635771635100504,-21.935974274159307,0.1359924496490815,9.671243283423562,0.6514759255108163,0.7641687823971286,1.813651372641841,0.004392665986462213,0.01895249840501862,13.888590446215943,0,1
-875428.1001190079,26.389737297044114,74.11178721341878,3.733019455181262,0.1304174972711989,9.519504072910355,0.635238025531274,0.84467194413369,2.0202650105792763,0.004411521369539984,0.01846588944733141,14.275216018395,1,1
694101.6650188578,15.0873509139859,90.0387387139068,-2.1657613402677205,0.15592720855765171,5.921637617422893,0.2886391499824098,1.073502433325393,2.8188248632610944,0.003014502799661143,0.010584389905215486,19.79202951977643,1,1
467223.0757952539,15.84144105329739,63.59105638378438,-0.5399032986009887,0.1854780264700087,6.058561338109171,0.30001545577446403,0.7641687823971286,1.813651372641841,6.732212898488269e-05,0.010927737026971583,19.91907821064958,0,0
-1367949.1874489095,27.400773845960934,74.61219875397849,-3.0548617780126213,0.12890647370399227,9.595771913745958,0.6433887022010121,0.8999420031024443,2.181130189966389,0.004650211658334224,0.018635896100874468,14.079054459719568,1,1
788606.67887854,18.621699019231993,55.60187182898132,-0.1173463725272208,0.17494675381290772,7.783217583966276,0.45713057193785445,0.6117350662478854,1.493784057167265,0.00039707321437709085,0.014608911920740656,17.584983576152116,0,0
