Node,Average Rescue Ratio,Average Risk Probability
0,0.003999999724328518,0.8439118266105652
1,0.012999999336898327,0.9286378622055054
2,0.0009999999310821295,0.28305163979530334
3,0.0,0.04258301481604576
4,0.0,0.030599230900406837
5,0.0,0.04550429433584213
6,0.0009999999310821295,0.6749688386917114
7,0.0,0.028678705915808678
8,0.0,0.04159699007868767
9,0.0,0.2587328851222992
10,0.0009999994654208422,0.012688674032688141
11,0.03799999877810478,0.9699615240097046
12,0.0,0.017078328877687454
13,0.001999999862164259,0.8334293365478516
14,0.0,0.020034488290548325
15,0.0,0.01706373505294323
16,0.0,0.3027610778808594
17,0.0,0.6209238767623901
18,0.0,0.2625020742416382
19,0.03399999812245369,0.9668970108032227
20,0.001999999862164259,0.5384999513626099
21,0.0,0.7618451714515686
22,0.0,0.04258301481604576
23,0.001999999862164259,0.8350834846496582
24,0.0,0.14187535643577576
25,0.0,0.39205819368362427
26,0.0,0.017750058323144913
27,0.0,0.0423373207449913
28,0.0,0.028753051534295082
29,0.0,0.02062404528260231
30,0.0,0.2571336030960083
31,0.0,0.2831767499446869
32,0.0,0.02735496684908867
33,0.0,0.032437991350889206
34,0.0,0.036213550716638565
35,0.0,0.7151901125907898
36,0.0,0.024584423750638962
37,0.0,0.5258671641349792
38,0.0,0.02488299459218979
39,0.0,0.01869325153529644
40,0.0009999996982514858,0.009954971261322498
41,0.0,0.017402995377779007
42,0.0,0.02095453254878521
43,0.0,0.016009801998734474
44,0.0,0.024318024516105652
45,0.0,0.7872318625450134
46,0.0,0.016009801998734474
47,0.0,0.021567493677139282
48,0.0,0.04103642329573631
49,0.0,0.15821942687034607
50,0.0,0.02099623903632164
51,0.0009999979520216584,0.018065979704260826
52,0.0,0.3733968138694763
53,0.0,0.020222175866365433
54,0.0,0.018486786633729935
55,0.004999999888241291,0.8685579299926758
56,0.001999999862164259,0.7614530324935913
57,0.0,0.03823784738779068
58,0.5519997477531433,0.9943954348564148
59,0.0009999999310821295,0.6218010783195496
60,0.004999999888241291,0.8751314878463745
61,0.0,0.4545425474643707
62,0.0009999999310821295,0.27684900164604187
63,0.0,0.27567386627197266
64,0.0,0.03267400339245796
65,0.003999999724328518,0.7087708115577698
66,0.0,0.02168382704257965
