KDE Difference
33.4185163847169
10.47845991760135
49.55570633016447
77.84209903617426
19.82396536238516
10.399638067620845
10.399638067620845
50.581933479981586
53.62797758207814
873.6411441071319
10.347358892592016
9.210178274985449
