Node,Average Rescue Ratio,Average Risk Probability
0,0.0025374251417815685,0.5051518082618713
1,0.002358372788876295,0.4969809949398041
2,0.0018342966213822365,0.5098408460617065
3,0.0,0.2330753356218338
4,0.00335934991016984,0.43072882294654846
5,0.0007310965447686613,0.35727939009666443
6,0.0014786008978262544,0.3453640937805176
7,0.002464712830260396,0.5258691906929016
8,0.004573020152747631,0.5829973816871643
9,0.0026809172704815865,0.4312962591648102
10,0.003113812766969204,0.5111821889877319
11,0.007807244546711445,0.5147303342819214
12,0.005312411114573479,0.545626699924469
13,0.0048005846329033375,0.5148338079452515
14,0.005340014584362507,0.5409801006317139
15,0.007472777273505926,0.5226384401321411
16,0.00400069123134017,0.5854164361953735
17,0.0023615723475813866,0.4830775856971741
18,0.006700362078845501,0.47815990447998047
19,0.005867309868335724,0.3983787000179291
20,0.003762010484933853,0.4841810166835785
21,0.0019443377386778593,0.4492444396018982
22,0.0034584521781653166,0.5986346006393433
23,0.0028200482483953238,0.5004620552062988
24,0.003416402731090784,0.5108696222305298
25,0.005691167898476124,0.48131340742111206
26,0.0023522183764725924,0.4587685465812683
27,0.005704217590391636,0.6005520224571228
28,0.0038778726011514664,0.40218085050582886
29,0.00593979936093092,0.447831392288208
30,0.0052475593984127045,0.3787180483341217
31,0.005916678812354803,0.4010036885738373
32,0.004079271573573351,0.500207781791687
33,0.005374441854655743,0.5175619125366211
34,0.004771336913108826,0.4438743591308594
35,0.004988119471818209,0.4827909469604492
36,0.004090256057679653,0.42929133772850037
37,0.00286956038326025,0.5117809176445007
38,0.003791026771068573,0.4879940152168274
39,0.007023514714092016,0.400931179523468
40,0.005778673104941845,0.42191386222839355
41,0.007047111634165049,0.3867194950580597
42,0.003487143199890852,0.4026731550693512
43,0.00424499437212944,0.5264409780502319
44,0.010411961004137993,0.43419915437698364
45,0.0029680076986551285,0.3989515006542206
46,0.0070229219272732735,0.34121331572532654
47,0.009655348025262356,0.4512407183647156
48,0.005184223409742117,0.37979772686958313
49,0.002999303163960576,0.36177268624305725
50,0.005809704307466745,0.4317307472229004
51,0.004164308309555054,0.4267474114894867
52,0.00758356973528862,0.37262699007987976
53,0.004545999225229025,0.4256613254547119
54,0.0058960216119885445,0.4725978970527649
55,0.005348007660359144,0.4485178589820862
56,0.007203119806945324,0.4664321839809418
57,0.008257249370217323,0.4262329936027527
58,0.005293200723826885,0.36986133456230164
59,0.0045632896944880486,0.5147390365600586
