KDE Difference
30.18851811558958
21.538684369160812
51.13277588965804
39.105763224509914
24.921665545521428
21.025391074810013
21.025391074810013
55.33769154585041
54.04320623879294
73.48912668285155
20.907558535736303
18.126948450739846
