Node,Average Rescue Ratio,Average Risk Probability
0,0.0,0.3646617829799652
1,0.0,0.42953309416770935
2,0.0,0.19545523822307587
3,0.0,0.4541965425014496
4,0.0,0.43512383103370667
5,0.0,0.36835402250289917
6,0.0,0.46456074714660645
7,0.0,0.5157511830329895
8,0.0,0.5418051481246948
9,0.0,0.4607580602169037
10,0.0,0.5371088981628418
11,0.0,0.53541100025177
12,0.0,0.5653218030929565
13,0.0,0.45873910188674927
14,0.0,0.43804731965065
15,0.0,0.41692081093788147
16,0.0,0.5100265145301819
17,0.0,0.5414844155311584
18,0.0,0.4303548336029053
19,0.0,0.5318797826766968
20,0.0,0.5450587272644043
21,0.0007542357197962701,0.344521164894104
22,0.0007572319591417909,0.3628462851047516
23,0.0,0.4244348406791687
24,0.0,0.5118752121925354
25,0.0,0.5477590560913086
26,0.0,0.5382706522941589
27,0.007818860933184624,0.4138457179069519
28,0.0,0.3855619430541992
29,0.0,0.5084372758865356
30,0.0,0.512344479560852
31,0.0,0.3835340738296509
32,0.0,0.43342941999435425
33,0.0007235569646582007,0.37120717763900757
34,0.003489802358672023,0.3668064475059509
35,0.0,0.4157366156578064
36,0.0007705753669142723,0.353394091129303
37,0.004046033136546612,0.3548203706741333
38,0.0028299023397266865,0.3511159121990204
39,0.003514819545671344,0.34924355149269104
40,0.0,0.3955274224281311
41,0.00882207415997982,0.3130669593811035
42,0.0,0.5409680008888245
43,0.0007054065936245024,0.3849222958087921
44,0.001841451390646398,0.5309953093528748
45,0.005368960089981556,0.3335529565811157
46,0.008814106695353985,0.35422343015670776
47,0.012407680042088032,0.325766384601593
48,0.006598267704248428,0.3097490072250366
49,0.0,0.5616694688796997
50,0.020311905071139336,0.3823794424533844
51,0.0020181199070066214,0.34470897912979126
52,0.007935240864753723,0.31703421473503113
53,0.005319257266819477,0.3336331248283386
54,0.00856594555079937,0.3516217768192291
55,0.010427611880004406,0.3125690519809723
56,0.009047120809555054,0.3006180226802826
57,0.00627976143732667,0.30796533823013306
58,0.025086035951972008,0.3700813353061676
59,0.009565064683556557,0.32963529229164124
60,0.007903477177023888,0.30914658308029175
61,0.0051508015021681786,0.5135180950164795
62,0.00784523505717516,0.31962624192237854
63,0.01428462564945221,0.31343141198158264
64,0.01042741909623146,0.3205209970474243
65,0.012445054948329926,0.35837215185165405
66,0.034989915788173676,0.3813630938529968
67,0.01401984691619873,0.3534306585788727
68,0.018807947635650635,0.3475540280342102
69,0.016799068078398705,0.3402334153652191
70,0.018791329115629196,0.3428717255592346
71,0.03225117176771164,0.3609119951725006
72,0.02588428184390068,0.36031574010849
