Node,Average Rescue Ratio,Average Risk Probability
0,0.0,1.7291331127350373e-12
1,0.0,0.00014488495071418583
2,0.0,2.553794729465153e-05
3,0.0,1.129253905673977e-05
4,0.0,0.0002331646828679368
5,0.0,1.3748709193350805e-07
6,0.0,0.0003383875882718712
7,0.0,0.0002680801262613386
8,0.0,3.0195127465049154e-07
9,0.0,0.00010487169492989779
10,0.0,0.0003046259516850114
11,0.0,5.550905552809127e-05
12,0.0,0.07189302146434784
13,0.0,9.63651473284699e-05
14,0.0,0.0002962402068078518
15,0.0,0.00013564908294938505
16,0.0,0.00014927082520443946
17,0.0,0.00017826441035140306
18,0.0,0.00032982585253193974
19,0.0,0.00018749771697912365
20,0.0,0.00023318442981690168
21,0.0,0.0001223752915393561
22,0.0,0.0001162122716777958
23,0.0,7.607036422996316e-06
24,0.0,0.00021312481840141118
25,0.016000403091311455,0.5915580987930298
26,0.0,0.00017513151396997273
27,0.0,0.00017513151396997273
28,0.0,0.00021795820794068277
29,0.01799999736249447,0.5806729793548584
30,0.0,0.00022420089226216078
31,0.09399998188018799,0.7353087663650513
32,0.01199999637901783,0.6937503218650818
33,0.0,9.871149813989177e-05
34,0.0,0.00024174134887289256
35,0.0,0.0001439364132238552
36,0.0,0.00022363006428349763
37,0.0,4.675429227063432e-05
38,0.11399970948696136,0.7074573636054993
39,0.0,0.0002685467479750514
40,0.0,0.0002685467479750514
41,0.0,9.37212971621193e-05
42,0.059999532997608185,0.4518052935600281
43,0.04199995845556259,0.5002657771110535
44,0.0,0.0003282486868556589
45,0.0,0.0004262978327460587
46,0.09800028055906296,0.7944718599319458
47,0.0,0.0006385244778357446
48,0.0,0.0002358043275307864
49,0.059999823570251465,0.016001958400011063
50,0.0,0.0008603635942563415
51,0.06400007754564285,0.6289377808570862
52,0.059999704360961914,0.013669326901435852
53,0.0,0.001598460366949439
54,0.0599997416138649,0.025372326374053955
55,0.0,0.0008728244574740529
56,0.08600051701068878,0.23304685950279236
57,0.0,0.00018133586854673922
58,0.0,0.0002682538761291653
59,0.0,0.0005051512271165848
60,0.0,0.0007407400989905
61,0.0,0.0005307655083015561
62,0.0,0.0002698052558116615
63,0.0960007905960083,0.7651861310005188
64,0.0,0.00010456798190716654
65,0.0,0.0018718054052442312
66,0.0,0.0007462709909304976
67,0.0,0.0012508912477642298
68,0.0,0.002103606704622507
69,0.0,0.0002785592805594206
70,0.0,0.00041933992179110646
71,0.0,0.0006784326978959143
72,0.0,0.001164991525001824
73,0.0,0.0024810857139527798
74,0.0,0.001499453792348504
75,0.0,0.0020216850098222494
76,0.0,0.001171389129012823
77,0.0,0.0038742716424167156
78,0.0,0.00020597742695827037
79,0.0,0.00030188850359991193
80,0.0,0.0037876558490097523
81,0.0,0.000400992896175012
82,0.0,0.0003340259427204728
83,0.0,0.0004484006785787642
84,0.0,0.0002769935817923397
85,0.0,0.00039440891123376787
86,0.0,0.0012195376912131906
87,0.05999987572431564,0.02060053125023842
88,0.0,0.00042112969094887376
89,0.05999962240457535,0.010073944926261902
