0,1,2,3,4,5,6,7,8,9,10,11,12
0.9859154929577464,1.0,1.0,0.4366197183098591,0.0,0.9154929577464788,1.0,1.0,1.0,1.0,1.0,1.0,0.1267605633802817
0.9577464788732394,0.9577464788732394,0.971830985915493,0.2816901408450704,0.0,0.9154929577464788,0.971830985915493,0.971830985915493,0.9859154929577464,0.9859154929577464,0.971830985915493,0.971830985915493,0.1690140845070422
0.8028169014084507,0.9859154929577464,0.9859154929577464,0.2676056338028169,0.0,0.9154929577464788,1.0,1.0,0.9859154929577464,0.9859154929577464,0.9859154929577464,0.9859154929577464,0.1267605633802817
0.943661971830986,0.9154929577464788,0.9154929577464788,0.5774647887323944,0.0,0.971830985915493,0.9295774647887324,0.9295774647887324,0.9154929577464788,0.9154929577464788,0.9154929577464788,0.9154929577464788,0.2112676056338028
0.8591549295774648,0.8450704225352113,0.7323943661971831,0.6901408450704225,0.0,0.8450704225352113,0.8450704225352113,0.8450704225352113,0.7323943661971831,0.7183098591549296,0.8169014084507042,0.8450704225352113,0.2676056338028169
0.0140845070422535,0.7746478873239436,0.7464788732394366,0.2535211267605634,0.0,0.8028169014084507,0.7746478873239436,0.7746478873239436,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.7746478873239436,0.3380281690140845
0.9295774647887324,0.943661971830986,0.9577464788732394,0.4225352112676056,0.0,0.8732394366197183,0.971830985915493,0.971830985915493,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.1690140845070422
0.7746478873239436,0.8873239436619719,0.8873239436619719,0.8028169014084507,0.0,0.943661971830986,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.8873239436619719,0.2253521126760563
0.8450704225352113,0.8732394366197183,0.704225352112676,0.7887323943661971,0.0,1.0,0.8732394366197183,0.8732394366197183,0.6901408450704225,0.6197183098591549,0.8450704225352113,0.8732394366197183,0.2394366197183098
0.6901408450704225,0.6338028169014085,0.2535211267605634,0.6338028169014085,0.0,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.2535211267605634,0.2535211267605634,0.8028169014084507,0.7605633802816901,0.4788732394366197
0.1971830985915492,0.676056338028169,0.4507042253521127,0.9295774647887324,0.0,0.7605633802816901,0.7605633802816901,0.7605633802816901,0.4507042253521127,0.4225352112676056,0.8028169014084507,0.7605633802816901,0.4788732394366197
0.8732394366197183,0.6056338028169014,0.3661971830985915,0.4788732394366197,0.0,0.7605633802816901,0.6056338028169014,0.6056338028169014,0.3661971830985915,0.3661971830985915,0.8028169014084507,0.6056338028169014,0.6056338028169014
0.8873239436619719,0.9295774647887324,0.943661971830986,0.3098591549295774,0.0,0.9295774647887324,0.9295774647887324,0.9295774647887324,0.943661971830986,0.943661971830986,0.943661971830986,0.9295774647887324,0.2112676056338028
