External_Assets,Lent_Funds,Borrowed_Funds,LMI,First_Order_Neighbor_Default_Rate,Basic_Default,Loan_Count_Number_of_Creditors,In_Degree_Centrality,Out_Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank,Average_Indegree_of_In_Neighbors,y
1.0,0.6159896025341886,0.8506305328844117,-0.009797835931539493,0.1267605633802817,0,52.0,0.7222222222222222,0.986111111111111,0.9863013698630136,0.08634071192023063,0.04546456774876675,0.36438992042440316,0
0.8231596036671099,0.3427708783701322,1.0,-0.20194993241446457,0.1267605633802817,0,48.0,0.6666666666666666,0.986111111111111,0.9863013698630136,0.06400763941110181,0.036195535400567545,0.38038793103448276,0
0.14515317496947405,1.0,0.9262943270447654,0.2031976629503612,0.125,0,58.0,0.8055555555555555,1.0,1.0,0.1798461892285248,0.08468702794716833,0.34244946492271106,0
0.09031943861790692,0.28351610394802207,0.2580581493611848,0.17142829370154158,0.13846153846153847,0,45.0,0.625,0.8888888888888888,0.9,0.0407910249092761,0.032530977503010566,0.39770114942528734,0
0.08432764259638463,0.3230278689787505,0.6144991238794325,-0.2559927994230174,0.11428571428571428,1,48.0,0.6666666666666666,0.9722222222222222,0.972972972972973,0.06100816105951081,0.03618941877372149,0.38038793103448276,1
0.04165185377514652,0.6768049095712553,0.04561294037733687,0.723840532189132,0.16071428571428573,0,52.0,0.7222222222222222,0.4861111111111111,0.6605504587155964,0.025723625129434987,0.04491793795902608,0.36438992042440316,0
0.11225636670495528,0.16326809496249545,0.0917312538293826,0.2252163118965346,0.16363636363636364,0,43.0,0.5972222222222222,0.6527777777777778,0.7422680412371134,0.019798945891962336,0.02960453999903937,0.4045709703287891,0
0.11944804985893961,0.0736789017505956,0.3211407678289424,-0.5197892162668909,0.13636363636363635,0,34.0,0.4722222222222222,0.9166666666666666,0.9230769230769231,0.02270682526697785,0.020248799871272823,0.4579107505070994,1
0.08832540653361308,0.02747417424578419,0.1736060990346584,-0.4979435921554691,0.14754098360655737,0,27.0,0.375,0.8333333333333333,0.8571428571428571,0.009702156921933923,0.01504138745202056,0.5089399744572158,0
0.05763379345831122,0.05990167401702433,0.042963777911063074,0.14772672532683698,0.225,0,33.0,0.4583333333333333,0.4444444444444444,0.6428571428571429,0.0031587959184790166,0.019148458903964556,0.46499477533960293,0
0.0894984948362552,0.03451369212447246,0.2586068716073147,-0.7347809417256694,0.125,1,29.0,0.40277777777777773,0.8888888888888888,0.9,0.014065732074828325,0.01600660405556247,0.48632580261593344,1
0.03732786859241009,0.020272113443766462,0.09075333299469564,-0.4912839511508612,0.16666666666666666,0,26.0,0.3611111111111111,0.6527777777777778,0.7422680412371134,0.0037730519024533104,0.014661464493694381,0.5245358090185677,0
0.04415290049177312,0.0062608445664854235,0.09692540397837496,-0.7033886463140085,0.14583333333333334,1,19.0,0.2638888888888889,0.6527777777777778,0.7422680412371134,0.0013227513227513225,0.01152063403314004,0.5889292196007259,1
0.05367148088788489,0.044682311965994974,0.05442991869389896,0.022285783809340026,0.21428571428571427,0,31.0,0.4305555555555555,0.4861111111111111,0.6605504587155964,0.0029734667718822644,0.01720498961282919,0.4716351501668521,0
0.08060480272112674,0.010451828569138923,0.07344337437548794,-0.26085410074888743,0.16279069767441862,0,22.0,0.3055555555555555,0.5833333333333333,0.7058823529411765,0.001287452277769179,0.012669514435548902,0.5579937304075235,0
0.04232462286097784,0.007877806527595213,0.030089149983536054,-0.1588817294766083,0.21875,0,21.0,0.29166666666666663,0.38888888888888884,0.6206896551724138,0.0,0.012096157207818876,0.5656814449917899,0
0.021726228510892204,0.08455016167036375,0.1665609658605709,-0.2872912980072906,0.13333333333333333,1,35.0,0.4861111111111111,0.8194444444444444,0.8470588235294118,0.01784315248957268,0.021446726382236,0.45418719211822656,1
0.031292878556905164,0.0015584086212559875,0.057748314862698436,-0.6568073490382131,0.16666666666666666,0,9.0,0.125,0.5,0.6666666666666666,0.0,0.0074654717546015475,0.7203065134099617,0
0.0614582663076459,0.03156357968483837,0.016474052861446133,0.11972377082305427,0.25,0,28.0,0.38888888888888884,0.2777777777777778,0.5806451612903226,0.00015665574644447886,0.015123235634183411,0.4987684729064039,0
0.011862319183436738,0.008327806165942232,0.031903128545034264,-0.4711835655241171,0.21875,0,21.0,0.29166666666666663,0.38888888888888884,0.6206896551724138,0.0,0.012096157207818876,0.5656814449917899,1
0.015814966320686505,0.00480415802191663,0.04023642736872923,-0.6890097488256762,0.14705882352941177,1,17.0,0.2361111111111111,0.4583333333333333,0.6486486486486487,0.0,0.010711943935579168,0.6125760649087222,1
0.01274022550022136,0.004000857863834094,0.0020622959886743546,0.08121240364121504,0.3333333333333333,0,14.0,0.19444444444444442,0.09722222222222221,0.5255474452554745,0.0,0.009026874164440615,0.6305418719211823,0
0.03447452284520412,0.0013693731819044463,0.006145628369035106,-0.04666456072672472,0.2,0,9.0,0.125,0.18055555555555555,0.549618320610687,0.0,0.0074654717546015475,0.7203065134099617,0
0.015599528450468655,0.015281043976198871,0.02766167236848209,-0.11422804206234684,0.22580645161290322,0,24.0,0.3333333333333333,0.3472222222222222,0.6050420168067226,9.780907668231612e-05,0.013605456180496946,0.5466954022988506,0
0.005925992104353991,0.013881647856310563,0.0207826793579566,-0.0643296734625877,0.2413793103448276,0,23.0,0.3194444444444444,0.3055555555555555,0.5901639344262295,0.0,0.01292590911124484,0.5502248875562219,0
0.011633576320835523,0.0033198021540051573,0.04022567555846441,-1.0,0.15151515151515152,1,14.0,0.19444444444444442,0.4583333333333333,0.6486486486486487,0.0,0.009026874164440615,0.6305418719211823,1
0.011501367615875153,0.0198519071224627,0.07044016201572355,-0.7181116752763936,0.1590909090909091,1,26.0,0.3611111111111111,0.5833333333333333,0.7058823529411765,0.0025163534626562794,0.014630525536005272,0.5245358090185677,1
0.012035404258545221,0.00030479309603310305,0.001996151459801394,-0.04954912767661502,0.14285714285714285,0,4.0,0.05555555555555555,0.09722222222222221,0.5255474452554745,0.0,0.006037950728958185,0.8879310344827587,0
0.004267314499049354,0.010216868941666752,0.0055701215778992015,0.2912857607690006,0.2916666666666667,0,23.0,0.3194444444444444,0.16666666666666666,0.5454545454545454,0.0,0.01292590911124484,0.5502248875562219,0
0.0036334474941737867,0.004009698270047314,0.007867133763803396,-0.16129953318492452,0.25,0,14.0,0.19444444444444442,0.20833333333333331,0.5581395348837209,0.0,0.009026874164440615,0.6305418719211823,0
0.005954181520474615,0.006719340179634758,0.012855783765366778,-0.15098665419741392,0.28,0,20.0,0.2777777777777778,0.2777777777777778,0.5806451612903226,0.0,0.011728972537291554,0.5758620689655172,0
0.0033866098419311967,0.011871460034417882,0.004712826176395263,0.3987076244319809,0.28,0,24.0,0.3333333333333333,0.15277777777777776,0.5413533834586466,0.0,0.013425297109613234,0.5438218390804598,0
9.713502826461078e-05,0.054421196217178704,0.0,0.8386423509125082,0.2727272727272727,0,33.0,0.4583333333333333,0.0,0.0,0.0,0.018660194582563336,0.4717868338557994,0
0.0034214260026453414,0.00923297191379984,0.0015657371188469015,0.45283081290116955,0.30434782608695654,0,23.0,0.3194444444444444,0.09722222222222221,0.5255474452554745,0.0,0.01292590911124484,0.5502248875562219,0
0.002659281703462038,0.007503754015352686,0.003977144006897268,0.316689822074006,0.35,0,20.0,0.2777777777777778,0.1388888888888889,0.5373134328358209,0.0,0.011728972537291554,0.5758620689655172,0
0.0003318694293713664,0.04046495025778969,0.0,0.8297672961552024,0.2903225806451613,0,31.0,0.4305555555555555,0.0,0.0,0.0,0.016707280862572046,0.4760845383759733,0
0.0024893211555971303,0.006172871043616842,0.002584765581472146,0.34347517639961916,0.35,0,20.0,0.2777777777777778,0.1111111111111111,0.5294117647058824,0.0,0.011728972537291554,0.5758620689655172,0
0.002092317350609657,0.0054586638104883265,0.0024226146054642217,0.34074922392941176,0.29411764705882354,0,17.0,0.2361111111111111,0.09722222222222221,0.5255474452554745,0.0,0.010711943935579168,0.6125760649087222,0
0.003416825050440514,0.00869606074943453,0.0009842655425110812,0.46424776924222416,0.3181818181818182,0,22.0,0.3055555555555555,0.08333333333333333,0.5217391304347826,0.0,0.012463341878346197,0.5564263322884012,0
0.002172370485427239,0.0034078617847264647,0.0032462868547265926,0.11414725473739154,0.3333333333333333,0,14.0,0.19444444444444442,0.125,0.5333333333333333,0.0,0.009026874164440615,0.6305418719211823,0
0.0007623503119685943,0.028572164178513288,0.0,0.8052248876946971,0.2857142857142857,0,28.0,0.38888888888888884,0.0,0.0,0.0,0.015254469261181255,0.5073891625615763,0
0.0009007222327555796,0.0037739923745181837,0.0,0.6012372048926834,0.35714285714285715,0,14.0,0.19444444444444442,0.0,0.0,0.0,0.009026874164440615,0.6305418719211823,0
0.0050689617498121675,0.0029310251989464534,0.01515841880610911,-0.6283958963749712,0.23809523809523808,1,12.0,0.16666666666666666,0.2777777777777778,0.5806451612903226,0.0,0.008474393320212268,0.6666666666666666,1
0.0007732346541247915,0.02449644988804257,0.0,0.7989799128999354,0.2857142857142857,0,28.0,0.38888888888888884,0.0,0.0,0.0,0.015254469261181255,0.5073891625615763,0
0.0012347547963724994,0.0018693440774502248,0.006713992614836077,-0.6848913795920125,0.2,1,9.0,0.125,0.19444444444444442,0.5538461538461539,0.0,0.0074654717546015475,0.7203065134099617,1
0.0011964879215047338,0.004932544830331365,0.00022992917216493856,0.5773695567227562,0.29411764705882354,0,17.0,0.2361111111111111,0.041666666666666664,0.5106382978723404,0.0,0.010711943935579168,0.6125760649087222,0
0.0014709999579047208,0.002194229005786103,0.0024230325203508404,0.06573268932658066,0.2727272727272727,0,9.0,0.125,0.09722222222222221,0.5255474452554745,0.0,0.0074654717546015475,0.7203065134099617,0
0.0015280826671623792,0.0019726160954864906,0.00035078255892248474,0.3172551250659185,0.3,0,9.0,0.125,0.041666666666666664,0.5106382978723404,0.0,0.0074654717546015475,0.7203065134099617,0
0.0017940795084370133,0.003553211840128257,0.0,0.4561106772144316,0.35714285714285715,0,14.0,0.19444444444444442,0.0,0.0,0.0,0.009026874164440615,0.6305418719211823,0
0.005265394940586943,0.0010460956001527898,0.010882275693967615,-0.6127837949635344,0.16666666666666666,0,7.0,0.09722222222222221,0.25,0.5714285714285714,0.0,0.006943403559387207,0.7733990147783251,0
0.01053470412409441,0.00016742236831727002,0.0,0.007920355008882479,0.0,0,3.0,0.041666666666666664,0.0,0.0,0.0,0.005598472114553169,0.9080459770114943,0
0.0014210418574717026,0.002615583431792879,0.0013949998915320908,0.26317189764070864,0.3076923076923077,0,12.0,0.16666666666666666,0.09722222222222221,0.5255474452554745,0.0,0.008474393320212268,0.6666666666666666,0
0.0009187826869327395,0.004006971521377652,8.52166446077259e-05,0.5982760643021664,0.35714285714285715,0,14.0,0.19444444444444442,0.013888888888888888,0.5034965034965035,0.0,0.009026874164440615,0.6305418719211823,0
0.0010813096067950707,0.0017820881200210287,0.0011675402164244425,0.2108831045508498,0.3,0,9.0,0.125,0.08333333333333333,0.5217391304347826,0.0,0.0074654717546015475,0.7203065134099617,0
0.0007419378784926979,0.001529706003680594,0.0016965444783584485,0.075301438797503,0.2727272727272727,0,9.0,0.125,0.09722222222222221,0.5255474452554745,0.0,0.0074654717546015475,0.7203065134099617,0
0.0009786122333276086,0.0014641779277559709,0.0003525681952562177,0.3249795075099153,0.3,0,9.0,0.125,0.041666666666666664,0.5106382978723404,0.0,0.0074654717546015475,0.7203065134099617,0
0.0011379287872858247,0.0018225014055671827,0.0,0.4115406994222067,0.3333333333333333,0,9.0,0.125,0.0,0.0,0.0,0.0074654717546015475,0.7203065134099617,0
0.0009621655459685598,0.002667018522487984,0.0,0.5246794434335501,0.3333333333333333,0,12.0,0.16666666666666666,0.0,0.0,0.0,0.008474393320212268,0.6666666666666666,0
0.004003789811198209,0.0003144371755384353,0.0,0.03773889219216531,0.25,0,4.0,0.05555555555555555,0.0,0.0,0.0,0.006037950728958185,0.8879310344827587,0
0.0007143665007279462,0.0020134312176786997,0.00029341424266850967,0.4698366500891078,0.3,0,9.0,0.125,0.041666666666666664,0.5106382978723404,0.0,0.0074654717546015475,0.7203065134099617,0
0.0013211943275340963,0.0025179371268013906,6.796815746911352e-05,0.4389319683904203,0.3333333333333333,0,12.0,0.16666666666666666,0.013888888888888888,0.5034965034965035,0.0,0.008474393320212268,0.6666666666666666,0
0.0008145230498434887,0.0010450623059200755,0.0016071106926221193,-0.05909230175914632,0.2222222222222222,0,7.0,0.09722222222222221,0.09722222222222221,0.5255474452554745,0.0,0.006943403559387207,0.7733990147783251,0
0.0007313110523181143,0.0027146648676631374,9.167532921910058e-05,0.5651455160570693,0.3333333333333333,0,12.0,0.16666666666666666,0.013888888888888888,0.5034965034965035,0.0,0.008474393320212268,0.6666666666666666,0
0.0006115489531357309,0.0021346423716995864,8.453278388416858e-05,0.5517191488653558,0.3333333333333333,0,9.0,0.125,0.013888888888888888,0.5034965034965035,0.0,0.0074654717546015475,0.7203065134099617,0
0.0007083749622224055,0.00137146847298745,0.0005732272553907126,0.30884049849585055,0.3,0,9.0,0.125,0.06944444444444445,0.5179856115107914,0.0,0.0074654717546015475,0.7203065134099617,0
0.000746006631002191,0.0008926801092123118,0.0005623994606010551,0.18387741360007448,0.25,0,7.0,0.09722222222222221,0.06944444444444445,0.5179856115107914,0.0,0.006943403559387207,0.7733990147783251,0
0.0007095595357378276,4.5780675032752554e-05,0.0,0.031254396227458126,0.0,0,1.0,0.013888888888888888,0.0,0.0,0.0,0.004620761248601333,1.0,0
0.0004243863376990418,0.0012132883475294567,0.0006383839854407572,0.31977847563697814,0.2222222222222222,0,8.0,0.1111111111111111,0.06944444444444445,0.5179856115107914,0.0,0.007156485368547905,0.7349137931034483,0
0.0004126436089374664,0.0006292187824877753,7.07036003633428e-05,0.3671658701076177,0.2,0,5.0,0.06944444444444445,0.013888888888888888,0.5034965034965035,0.0,0.006298735630927532,0.8275862068965517,0
0.00035401580379012707,0.001067479050246458,7.245124443465595e-05,0.513370213736081,0.2857142857142857,0,7.0,0.09722222222222221,0.013888888888888888,0.5034965034965035,0.0,0.006943403559387207,0.7733990147783251,0
0.0006223817920956053,0.0005816298425477729,0.0,0.30158999036477946,0.2,0,5.0,0.06944444444444445,0.0,0.0,0.0,0.006298735630927532,0.8275862068965517,0
0.0003117145118770834,0.00048062533129996336,0.0,0.40355774363723085,0.25,0,4.0,0.05555555555555555,0.0,0.0,0.0,0.006037950728958185,0.8879310344827587,0
0.00010537553967624267,0.00027456923972621377,0.0,0.5123785465433038,0.25,0,4.0,0.05555555555555555,0.0,0.0,0.0,0.006037950728958185,0.8879310344827587,0
