Node,Average Rescue Ratio,Average Risk Probability
0,0.0,0.5163947343826294
1,0.0,0.50138258934021
2,0.0,0.5173221826553345
3,0.0,0.2662798762321472
4,0.0,0.44755426049232483
5,0.0,0.3824193477630615
6,0.0,0.37194177508354187
7,0.0,0.5349744558334351
8,0.0,0.5848613977432251
9,0.0,0.4479099214076996
10,0.0,0.5208886861801147
11,0.0,0.5190216302871704
12,0.0,0.5505687594413757
13,0.0,0.5207374095916748
14,0.0,0.5461353063583374
15,0.0,0.5260040760040283
16,0.0,0.5868504047393799
17,0.0,0.4878126084804535
18,0.0,0.483227014541626
19,0.0,0.40447893738746643
20,0.0,0.495671808719635
21,0.0,0.4631415903568268
22,0.0,0.6011933088302612
23,0.0,0.5018603205680847
24,0.0,0.5133456587791443
25,0.0,0.4842893183231354
26,0.0,0.46283119916915894
27,0.0,0.6038662195205688
28,0.0,0.4038039743900299
29,0.0,0.4553038477897644
30,0.0,0.3829423785209656
31,0.0,0.40990036725997925
32,0.0,0.5045345425605774
33,0.0,0.5222760438919067
34,0.0,0.45166081190109253
35,0.0,0.4941246509552002
36,0.0,0.4359329640865326
37,0.0,0.5149340629577637
38,0.0,0.4994473457336426
39,0.0,0.40877142548561096
40,0.0,0.42598503828048706
41,0.0,0.39586368203163147
42,0.0,0.4059146046638489
43,0.0,0.5252336263656616
44,0.0,0.43787699937820435
45,0.0,0.41760173439979553
46,0.0,0.36980491876602173
47,0.0,0.46299195289611816
48,0.00400028470903635,0.39742225408554077
49,0.0,0.38060620427131653
50,0.0,0.4351378083229065
51,0.0,0.4319230616092682
52,0.0,0.41339999437332153
53,0.0,0.4328632950782776
54,0.0,0.4780087471008301
55,0.0,0.4555840492248535
56,0.0,0.4729631543159485
57,0.004000285640358925,0.4477904736995697
58,0.0,0.37790346145629883
59,0.0,0.5179210305213928
60,0.0,0.40466147661209106
61,0.0,0.38563644886016846
62,0.0,0.4118855893611908
63,0.0,0.5978820323944092
64,0.0,0.386107474565506
65,0.0,0.49878352880477905
66,0.0,0.36648887395858765
67,0.0,0.38668036460876465
68,0.0,0.42706403136253357
69,0.0,0.38965025544166565
70,0.0,0.598204493522644
71,0.0,0.4264506697654724
72,0.0,0.4365684390068054
73,0.059999771416187286,0.33291059732437134
74,0.0,0.46527495980262756
75,0.0,0.5880669951438904
76,0.0,0.43681779503822327
77,0.0,0.4472256600856781
78,0.0,0.3763292133808136
79,0.0,0.44666561484336853
80,0.0,0.3729446530342102
81,0.0,0.3806401789188385
82,0.0,0.4149898886680603
83,0.0,0.40556201338768005
84,0.0,0.382762610912323
85,0.0,0.56020188331604
86,0.0,0.6205461025238037
87,0.0,0.41245517134666443
88,0.0,0.5046542286872864
89,0.0,0.4611576199531555
90,0.0,0.36827972531318665
91,0.0,0.42450180649757385
92,0.0,0.3938395082950592
93,0.0,0.49426841735839844
94,0.0,0.4034103453159332
95,0.0,0.4232182502746582
96,0.0,0.40947794914245605
97,0.0,0.42057886719703674
98,0.0,0.4432982802391052
99,0.0,0.4626730978488922
100,0.0,0.38496169447898865
101,0.0,0.37467581033706665
102,0.0,0.41380277276039124
103,0.041999924927949905,0.4094308912754059
104,0.0,0.4217493534088135
105,0.0,0.46803003549575806
106,0.0,0.37573376297950745
107,0.0,0.42621105909347534
108,0.05999981611967087,0.3572642207145691
109,0.0,0.3947046399116516
110,0.0,0.4000605046749115
111,0.0,0.4697287678718567
112,0.0,0.3886120915412903
113,0.0,0.4312339723110199
114,0.0,0.6191052794456482
115,0.0,0.39287739992141724
116,0.0059999991208314896,0.39588120579719543
117,0.0,0.4495197832584381
118,0.0,0.40515026450157166
119,0.0,0.41572022438049316
120,0.0,0.43405547738075256
121,0.0,0.3740340769290924
122,0.0,0.40543967485427856
123,0.0,0.41567307710647583
124,0.0,0.5523747205734253
125,0.0,0.39346182346343994
126,0.0,0.47054848074913025
127,0.0,0.46563512086868286
128,0.05999988317489624,0.37207338213920593
129,0.005999998189508915,0.4013652205467224
130,0.0,0.4470190405845642
131,0.005999997723847628,0.4319392144680023
132,0.04600021243095398,0.3673931956291199
133,0.0,0.5697078704833984
134,0.0,0.3993431031703949
135,0.0,0.4010842442512512
136,0.0,0.4048449993133545
137,0.0,0.3861052989959717
138,0.0,0.5701776146888733
139,0.0,0.45119184255599976
140,0.05800008028745651,0.33633074164390564
141,0.0,0.5628954172134399
142,0.0,0.4407772421836853
143,0.005999997723847628,0.4078828692436218
144,0.059999726712703705,0.336599737405777
145,0.0,0.3897678554058075
146,0.0,0.417639821767807
147,0.059999771416187286,0.3469705581665039
148,0.0,0.4507226347923279
149,0.0,0.40170660614967346
150,0.0,0.5813519358634949
151,0.04799991101026535,0.36503708362579346
152,0.0,0.42217230796813965
153,0.0,0.458688348531723
154,0.05999975651502609,0.3459312319755554
155,0.0,0.39474183320999146
156,0.0,0.3975103199481964
157,0.02999996580183506,0.3876314163208008
158,0.0,0.41933774948120117
159,0.0,0.38753241300582886
160,0.0,0.4253818988800049
161,0.0,0.3973149359226227
162,0.022000256925821304,0.4036335051059723
163,0.052000146359205246,0.3744173049926758
164,0.0,0.38856440782546997
165,0.0,0.39012712240219116
166,0.05999981611967087,0.357976496219635
167,0.0059999944642186165,0.4275810122489929
168,0.005999993532896042,0.4319766163825989
169,0.0,0.40559354424476624
170,0.03200051188468933,0.38031741976737976
171,0.0419999398291111,0.3595811128616333
172,0.0,0.3809347450733185
173,0.04400048404932022,0.3960995078086853
174,0.05999969691038132,0.35221192240715027
175,0.0,0.40346869826316833
176,0.0,0.37942400574684143
177,0.0,0.3642504811286926
178,0.05999975651502609,0.33796119689941406
179,0.0,0.4953855872154236
180,0.0,0.37494999170303345
