Node,Initial Risk Probability,Best Risk Probability,Rescue Ratio
0,0.9494181871414185,0.9241020083427429,0.0
1,0.9519352912902832,0.9235984683036804,0.0
2,0.799440324306488,0.7684888243675232,0.0323137491941452
3,0.9191928505897522,0.8996989727020264,0.0
4,0.8830350041389465,0.8609559535980225,0.0
5,0.8102902770042419,0.7802008986473083,0.0
6,0.7087682485580444,0.7077690362930298,0.0
7,0.43608275055885315,0.41856059432029724,0.0
8,0.6149570345878601,0.5928384065628052,0.0
9,0.08986159414052963,0.08979717642068863,0.0
10,0.5572794079780579,0.5361068844795227,0.0
11,0.24351371824741364,0.23795978724956512,0.0
12,0.5295200347900391,0.5002450346946716,0.032284609973430634
13,0.7495867013931274,0.7490754723548889,0.0
14,0.7441121935844421,0.7437065839767456,0.0
15,0.25458085536956787,0.24823693931102753,0.0
16,0.12426654994487762,0.12379848957061768,0.0
17,0.13315746188163757,0.13295049965381622,0.0
18,0.18529309332370758,0.18061184883117676,0.0
19,0.8127990365028381,0.8126051425933838,0.0
20,0.8090752363204956,0.8089190721511841,0.0
21,0.12675951421260834,0.12648151814937592,0.0
22,0.14901451766490936,0.14899799227714539,0.0
23,0.8472990393638611,0.8472111821174622,0.0
24,0.6718769669532776,0.670866847038269,0.0
25,0.8425477147102356,0.8424727916717529,0.0
26,0.13923856616020203,0.1392281949520111,0.0
27,0.9024268388748169,0.9024254679679871,0.0
28,0.09307974576950073,0.0742458701133728,0.03211955726146698
29,0.1716616302728653,0.16728033125400543,0.0
30,0.06552823632955551,0.06548398733139038,0.0
31,0.8530734181404114,0.8530076146125793,0.0
32,0.8434422016143799,0.8433891534805298,0.0
33,0.030741246417164803,0.030728720128536224,0.0
34,0.13797667622566223,0.13797037303447723,0.0
35,0.914929986000061,0.9149243235588074,0.0
36,0.09423103928565979,0.09382469952106476,0.0
37,0.777794361114502,0.7776554226875305,0.0
38,0.8595842719078064,0.859550952911377,0.0
39,0.8980865478515625,0.8980815410614014,0.0
40,0.08749033510684967,0.08745730668306351,0.0
41,0.07266820222139359,0.07261278480291367,0.0
42,0.9330387711524963,0.9330369830131531,0.0
43,0.9230785369873047,0.9230690598487854,0.0
44,0.801720142364502,0.8016664385795593,0.0
45,0.057219430804252625,0.05718404799699783,0.0
46,0.8854686617851257,0.7640855312347412,0.030735153704881668
47,0.9076164960861206,0.9076040983200073,0.0
48,0.8626068234443665,0.8625697493553162,0.0
49,0.9281564354896545,0.928154468536377,0.0
50,0.9233577251434326,0.9233561754226685,0.0
51,0.053184397518634796,0.05318278819322586,0.0
52,0.9334248304367065,0.8774046897888184,0.03011065348982811
53,0.8975844383239746,0.8975682258605957,0.0
54,0.911636471748352,0.9116321802139282,0.0
55,0.9055595397949219,0.9055513143539429,0.0
56,0.8350660800933838,0.8350405097007751,0.0
57,0.07936220616102219,0.07934321463108063,0.0
58,0.07466830313205719,0.07465406507253647,0.0
59,0.8957175612449646,0.895712673664093,0.0
60,0.8957615494728088,0.8957608938217163,0.0
61,0.8826625943183899,0.882660448551178,0.0
62,0.06036559119820595,0.060344014316797256,0.0
63,0.9218700528144836,0.9218679070472717,0.0
64,0.04071041941642761,0.04070926085114479,0.0
65,0.08479804545640945,0.08479198068380356,0.0
66,0.04331729933619499,0.04330413416028023,0.0
67,0.9262011051177979,0.9261991381645203,0.0
68,0.8611781597137451,0.8611542582511902,0.0
69,0.09171493351459503,0.09171464294195175,0.0
70,0.9052457213401794,0.9052414298057556,0.0
71,0.8894218802452087,0.8894146084785461,0.0
72,0.9375059008598328,0.7657297253608704,0.030128763988614082
73,0.05376928672194481,0.05376423895359039,0.0
74,0.05406966805458069,0.054060399532318115,0.0
75,0.06662094593048096,0.06661622226238251,0.0
76,0.0601564422249794,0.060154709964990616,0.0
77,0.0366763211786747,0.03667347505688667,0.0
78,0.9214701652526855,0.921468198299408,0.0
79,0.9287036061286926,0.9286985397338867,0.0
80,0.8608298897743225,0.860826313495636,0.0
81,0.04243898391723633,0.042431481182575226,0.0
82,0.031814344227313995,0.031812749803066254,0.0
83,0.9050898551940918,0.905087411403656,0.0
84,0.07857810705900192,0.07857286185026169,0.0
85,0.8692065477371216,0.8692033886909485,0.0
86,0.915183424949646,0.91518235206604,0.0
87,0.03807668760418892,0.038075607270002365,0.0
88,0.05446963384747505,0.03933066502213478,0.06230751425027847
89,0.9385017156600952,0.9385012984275818,0.0
90,0.8774234056472778,0.8774207830429077,0.0
91,0.9347416162490845,0.9347410202026367,0.0
92,0.03561071678996086,0.03560797870159149,0.0
93,0.04233553260564804,0.042334556579589844,0.0
94,0.9261172413825989,0.9261163473129272,0.0
95,0.040055323392152786,0.04005241394042969,0.0
96,0.029221506789326668,0.029220033437013626,0.0
97,0.8569083213806152,0.8569051027297974,0.0
98,0.8673548698425293,0.8673533797264099,0.0
99,0.04317907989025116,0.04317832738161087,0.0
100,0.03885791823267937,0.03885743394494057,0.0
101,0.877732515335083,0.8777315020561218,0.0
102,0.03689868003129959,0.03689812123775482,0.0
103,0.053607430309057236,0.0536072812974453,0.0
104,0.028032325208187103,0.02803202159702778,0.0
105,0.0418769009411335,0.04187633469700813,0.0
106,0.05479593947529793,0.05479543283581734,0.0
107,0.08908464759588242,0.0890844389796257,0.0
108,0.8401783108711243,0.8401771783828735,0.0
109,0.05382096394896507,0.0538204051554203,0.0
110,0.029872387647628784,0.02987195923924446,0.0
111,0.02744973637163639,0.02744944952428341,0.0
112,0.026457158848643303,0.026456911116838455,0.0
0,0.9494181871414185,0.924818217754364,0.0
1,0.9519352912902832,0.9244400262832642,0.0
2,0.799440324306488,0.7692384123802185,0.0
3,0.9191928505897522,0.9000799059867859,0.0
4,0.8830350041389465,0.8613201379776001,0.0
5,0.8102902770042419,0.7805467844009399,0.0
6,0.7087682485580444,0.7042425870895386,0.0
7,0.43608275055885315,0.404644638299942,0.0
8,0.6149570345878601,0.5752804279327393,0.0
9,0.08986159414052963,0.08978402614593506,0.0
10,0.5572794079780579,0.519063413143158,0.0
11,0.24351371824741364,0.23404155671596527,0.0
12,0.5295200347900391,0.4911685287952423,0.0
13,0.7495867013931274,0.7482666373252869,0.0
14,0.7441121935844421,0.7430583238601685,0.0
15,0.25458085536956787,0.23803964257240295,0.0
16,0.12426654994487762,0.12215448170900345,0.0
17,0.13315746188163757,0.13261903822422028,0.0
18,0.18529309332370758,0.17732182145118713,0.0
19,0.8127990365028381,0.7714033722877502,0.03150445595383644
20,0.8090752363204956,0.8088825345039368,0.0
21,0.12675951421260834,0.12604057788848877,0.0
22,0.14901451766490936,0.14899766445159912,0.0
23,0.8472990393638611,0.8471933007240295,0.0
24,0.6718769669532776,0.6665053963661194,0.0
25,0.8425477147102356,0.7713720202445984,0.03117525763809681
26,0.13923856616020203,0.13922809064388275,0.0
27,0.9024268388748169,0.8588181138038635,0.030623333528637886
28,0.09307974576950073,0.0930635929107666,0.0
29,0.1716616302728653,0.1642017364501953,0.0
30,0.06552823632955551,0.06547495722770691,0.0
31,0.8530734181404114,0.8529942035675049,0.0
32,0.8434422016143799,0.8433805704116821,0.0
33,0.030741246417164803,0.030726715922355652,0.0
34,0.13797667622566223,0.13797037303447723,0.0
35,0.914929986000061,0.9149242043495178,0.0
36,0.09423103928565979,0.0924142524600029,0.0
37,0.777794361114502,0.6972345113754272,0.06460243463516235
38,0.8595842719078064,0.7781239748001099,0.031144579872488976
39,0.8980865478515625,0.8980815410614014,0.0
40,0.08749033510684967,0.0874520093202591,0.0
41,0.07266820222139359,0.07260147482156754,0.0
42,0.9330387711524963,0.9330368638038635,0.0
43,0.9230785369873047,0.8465253114700317,0.030539073050022125
44,0.801720142364502,0.8016583323478699,0.0
45,0.057219430804252625,0.05717680975794792,0.0
46,0.8854686617851257,0.8854296207427979,0.0
47,0.9076164960861206,0.907603919506073,0.0
48,0.8626068234443665,0.8625643253326416,0.0
49,0.9281564354896545,0.9281543493270874,0.0
50,0.9233577251434326,0.9233561158180237,0.0
51,0.053184397518634796,0.0531826913356781,0.0
52,0.9334248304367065,0.8771677613258362,0.0302517618983984
53,0.8975844383239746,0.8975675702095032,0.0
54,0.911636471748352,0.9116321802139282,0.0
55,0.9055595397949219,0.9055511951446533,0.0
56,0.8350660800933838,0.8350393176078796,0.0
57,0.07936220616102219,0.07934151589870453,0.0
58,0.07466830313205719,0.07465341687202454,0.0
59,0.8957175612449646,0.895712673664093,0.0
60,0.8957615494728088,0.8957607746124268,0.0
61,0.8826625943183899,0.8826603293418884,0.0
62,0.06036559119820595,0.06034053862094879,0.0
63,0.9218700528144836,0.9218677878379822,0.0
64,0.04071041941642761,0.04070920869708061,0.0
65,0.08479804545640945,0.08479193598031998,0.0
66,0.04331729933619499,0.04330220818519592,0.0
67,0.9262011051177979,0.9261990785598755,0.0
68,0.8611781597137451,0.8611531853675842,0.0
69,0.09171493351459503,0.09171463549137115,0.0
70,0.9052457213401794,0.9052414298057556,0.0
71,0.8894218802452087,0.8894144892692566,0.0
72,0.9375059008598328,0.9375048875808716,0.0
73,0.05376928672194481,0.05376420170068741,0.0
74,0.05406966805458069,0.054059986025094986,0.0
75,0.06662094593048096,0.06661618500947952,0.0
76,0.0601564422249794,0.060154616832733154,0.0
77,0.0366763211786747,0.03667343780398369,0.0
78,0.9214701652526855,0.9214681386947632,0.0
79,0.9287036061286926,0.9286985397338867,0.0
80,0.8608298897743225,0.8608261346817017,0.0
81,0.04243898391723633,0.04243113845586777,0.0
82,0.031814344227313995,0.031812749803066254,0.0
83,0.9050898551940918,0.9050872325897217,0.0
84,0.07857810705900192,0.07857279479503632,0.0
85,0.8692065477371216,0.8692032098770142,0.0
86,0.915183424949646,0.9151822328567505,0.0
87,0.03807668760418892,0.03807555511593819,0.0
88,0.05446963384747505,0.054440971463918686,0.0
89,0.9385017156600952,0.9385012984275818,0.0
