External_Assets,Lent_Funds,Borrowed_Funds,LMI,First_Order_Neighbor_Default_Rate,Basic_Default,Loan_Count_Number_of_Creditors,In_Degree_Centrality,Out_Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank,Average_Indegree_of_In_Neighbors,y
308703000.0,18889683.0,127385768.0,-0.3311920278756653,0.40789473684210525,0,54.0,0.6428571428571428,0.9047619047619047,0.9082225913621262,0.026004782114250644,0.019391149686472174,35.851851851851855,0
197792000.0,89872914.0,170578231.0,-0.28055321685841744,0.41975308641975306,0,65.0,0.7738095238095237,0.9404761904761905,0.9410499139414803,0.05338923230420855,0.027029328550610944,31.215384615384615,0
194269000.0,463110049.0,226917362.0,0.3592945156364422,0.44047619047619047,0,75.0,0.8928571428571428,0.9642857142857142,0.9642857142857143,0.1692335620039599,0.06912883627219345,28.226666666666667,0
153403000.0,89962760.0,118268946.0,-0.11631129210616974,0.43037974683544306,0,65.0,0.7738095238095237,0.9047619047619047,0.9082225913621262,0.04440089801466945,0.027017976625811874,31.215384615384615,0
168179000.0,53265315.0,116979283.0,-0.28772004375005067,0.4155844155844156,0,59.0,0.7023809523809523,0.9047619047619047,0.9082225913621262,0.03149212004565053,0.022014971177773367,33.76271186440678,0
148709000.0,150739602.0,177955595.0,-0.09088702641530448,0.4268292682926829,0,67.0,0.7976190476190476,0.9523809523809523,0.9525261324041812,0.06768450864767764,0.03146053625240733,30.597014925373134,0
99575000.0,56163366.0,34772856.0,0.13734900750146564,0.47761194029850745,0,59.0,0.7023809523809523,0.7619047619047619,0.7970116618075802,0.01734095757262921,0.02196941225938683,33.76271186440678,0
99575000.0,56163366.0,34772856.0,0.13734900750146564,0.47761194029850745,0,59.0,0.7023809523809523,0.7619047619047619,0.7970116618075802,0.01734095757262921,0.02196941225938683,33.76271186440678,0
1783000.0,114407496.0,28485057.0,0.7394962751514548,0.4861111111111111,0,66.0,0.7857142857142857,0.7261904761904762,0.7733380480905234,0.027994466268306574,0.027659849991233592,30.727272727272727,0
99110000.0,54685109.0,38661796.0,0.10418610256324862,0.47761194029850745,0,59.0,0.7023809523809523,0.7738095238095237,0.8052282768777614,0.018162270033356468,0.021973843038928957,33.76271186440678,0
54435000.0,26652585.0,53057613.0,-0.32563589111699404,0.45588235294117646,0,56.0,0.6666666666666666,0.7976190476190476,0.8221804511278196,0.017302595507589006,0.020046463623817904,34.785714285714285,0
57823000.0,31868416.0,57434314.0,-0.2850428629647234,0.44285714285714284,0,57.0,0.6785714285714285,0.8214285714285714,0.8398617511520737,0.020259092698165365,0.020562068509416182,34.35087719298246,0
29508000.0,6891973.0,14692295.0,-0.21429471939443473,0.45614035087719296,0,43.0,0.5119047619047619,0.6071428571428571,0.7036679536679536,0.003541719987386266,0.015054244047537503,39.325581395348834,0
12901851.0,14712458.0,10556287.0,0.15050787618839204,0.4576271186440678,0,53.0,0.6309523809523809,0.5476190476190476,0.6733374384236454,0.004727138873084375,0.018893999435804124,36.320754716981135,0
9866000.0,21400994.0,8340690.0,0.4177025779964649,0.4745762711864407,0,54.0,0.6428571428571428,0.46428571428571425,0.6350174216027875,0.0031329971529088867,0.019189791573803825,35.851851851851855,0
1351000.0,13494928.0,20073910.0,-0.4431506066848768,0.4406779661016949,1,52.0,0.6190476190476191,0.6309523809523809,0.7165792922673656,0.006868312827178962,0.018641462188038308,36.82692307692308,1
17026500.0,9840308.0,18876625.0,-0.3363375731125186,0.46551724137931033,0,46.0,0.5476190476190476,0.6071428571428571,0.7036679536679536,0.004247730303159161,0.016053134310792187,38.21739130434783,0
701807.0,11493052.0,12039035.0,-0.044771571364621766,0.4482758620689655,1,50.0,0.5952380952380952,0.5714285714285714,0.6851503759398496,0.004426863201298336,0.01773943501491259,37.34,1
1349339.0,23641532.0,5068045.0,0.7432108708816111,0.5,0,55.0,0.6547619047619048,0.3333333333333333,0.5828891257995735,0.0011022201791490124,0.019259992057877078,35.21818181818182,0
75140.0,6639293.0,6640865.0,-0.00023412252382293486,0.44,1,43.0,0.5119047619047619,0.40476190476190477,0.6102120535714286,0.0006082374454933012,0.014931851192057028,39.325581395348834,1
50871.0,8777543.0,4928233.0,0.4360137619282467,0.5102040816326531,0,46.0,0.5476190476190476,0.3333333333333333,0.5828891257995735,0.00016872429083384703,0.01583983517187939,38.21739130434783,0
108132.0,3496618.0,16428528.0,-3.587463763090367,0.4074074074074074,1,29.0,0.34523809523809523,0.6071428571428571,0.7036679536679536,0.0009537196651365399,0.01045865385387591,44.51724137931034,1
105381.0,2755763.0,15952973.0,-4.612564065282978,0.37254901960784315,1,24.0,0.2857142857142857,0.6071428571428571,0.7036679536679536,0.0003608714675893608,0.009273048454748755,48.625,1
106817.0,5752102.0,5640587.0,0.019033374586677167,0.43478260869565216,1,41.0,0.4880952380952381,0.3571428571428571,0.5917207792207793,0.00014769964210583828,0.014264916367332573,40.0,1
128677.0,7966336.0,4840909.0,0.3860928944771306,0.48936170212765956,0,44.0,0.5238095238095237,0.3333333333333333,0.5828891257995735,8.266577104038751e-05,0.01535023795055265,39.34090909090909,0
154228.0,1734129.0,13277110.0,-6.1127112087386015,0.36,1,17.0,0.20238095238095238,0.5952380952380952,0.6973852040816326,0.0,0.007585070072967507,55.0,1
1058662.0,3697035.0,573198.0,0.6568620751069717,0.43333333333333335,0,30.0,0.3571428571428571,0.10714285714285714,0.5105042016806722,0.0,0.010632972140935002,44.0,0
