Total Liquidity
23831272.98332832
22310112.119743038
21473484.011286452
21079036.027272273
20287445.18741387
19559606.350972433
19207253.477019876
19031077.040043596
18460964.81113391
18210679.444949746
18085536.761857662
18022965.420311622
17991679.749538604
17976036.91415209
17968215.496458836
17964304.78761221
17962349.433188897
17961371.755977236
17960882.91737141
17960638.498068497
17960516.28841704
17960455.18359131
17960424.631178446
17960409.354972012
17960401.716868795
17960397.89781719
17960395.988291387
17960395.03352848
17960394.55614703
17960394.317456312
17960394.198110946
17960394.138438266
17960394.108601924
