External_Assets,Lent_Funds,Borrowed_Funds,LMI,First_Order_Neighbor_Default_Rate,Loan_Count_Number_of_Creditors,In_Degree_Centrality,Out_Degree_Centrality,Closeness_Centrality,Betweenness_Centrality,PageRank,Average_Indegree_of_In_Neighbors,Basic_Default,y
27527.228860226234,18.742276260588007,20.434086719591498,-0.0264440322665313,0.2304089026341585,4.256797261461845,0.1625575204137167,0.22231330937521576,1.3874341987113998,0.007686945907465567,0.010430194199542995,18.176211930603834,0,1
14851.767506002248,17.6533602568036,20.359751476954113,-0.5652615752585854,0.2265343510267543,4.234942578885675,0.16225360946094453,0.2217833695565321,1.3575126436342861,0.007686917180512852,0.010389687746936925,18.427657931555828,1,1
2484.869832280292,18.317246402696153,20.43235734541941,-0.3062754303375244,0.2265343510267543,4.234942578885675,0.16225360946094453,0.22231330937521576,1.3874341987113998,0.007686932161529012,0.010389776031035,18.427657931555828,1,1
9591.781442886575,16.104637309811075,16.6167451142471,0.181651061173533,0.24824901151703346,4.043893015547774,0.15905414866917625,0.19406255428973013,0.8484003107409899,0.007320090022874446,0.010225725004013708,21.189616627115917,0,0
4229.721852033334,13.962273691312877,11.414774989101785,0.4770659334958759,0.2671787876038838,3.4917030060309053,0.1432863128302589,0.12285101429287328,0.6519418708205716,0.00040784714870996174,0.009328068919375404,31.024886887046954,0,0
-81136.57092549207,12.318678000779116,11.840789006386867,1.167437895762299,0.21139047855673426,2.83937205677522,0.11222991714546164,0.13396745873246974,0.6667709307336932,-0.0,0.007842558012445697,49.68032738443812,1,1
8420.777655812717,17.651307768792044,19.165045860890242,-0.0321212595821695,0.23161153434699683,4.212678371432515,0.16193162494562063,0.2194367830784296,1.2490367052549647,0.0076866812612062015,0.010374191556107836,18.786196140054383,0,1
1613.331993237837,15.391953430855509,14.913124150545368,0.5236347876336319,0.2506928647904954,3.935387740680621,0.15676055195936917,0.17611519758547267,0.7615282758118798,0.0060175471422225894,0.010116951772989656,23.109761396472198,0,1
3466.372794839092,15.107214836454379,10.842658852516383,0.7264401181122065,0.272795945575967,3.935387740680621,0.15676055195936917,0.11023324641475164,0.6377375392027802,0.0007310189999117566,0.010064279780719007,23.109761396472198,0,0
855.3613721958228,10.011958652087353,0.0,0.4323943661971831,0.19987576152016576,2.397075655045485,0.087117347628433,-0.0,0.0,-0.0,0.006893066607787064,71.62533827340509,0,0
-1042.7672703224628,10.280598078900082,9.237640941489127,0.6793672014260249,0.17711789662410218,2.397075655045485,0.087117347628433,0.09586593187895119,0.6241201350195059,-0.0,0.006893066607787064,71.62533827340509,0,1
4501.944083570182,9.709780827026666,7.702306884047068,0.0520352997296867,0.2134294627291577,2.156304173387885,0.07354654045622104,0.06063362875623295,0.5985093291760083,-0.0,0.006244969544749759,79.56295431742728,0,0
5096.4947449675,16.22522595442353,18.015405386988494,-0.2611519940120446,0.23002796650561544,4.043893015547774,0.15905414866917625,0.2124743760233741,1.0562541746158203,0.007658700414415502,0.010232176774742526,21.189616627115917,1,1
1100.7136492459545,8.552315068262912,0.0,0.1622550704709522,0.22876621216618942,2.156304173387885,0.07354654045622104,-0.0,0.0,-0.0,0.006244969544749759,79.56295431742728,0,0
-18912.159990156637,7.779801314655398,12.9382568608048,6.815522145469322,0.1856027570049758,2.0131131623415315,0.0657786430905986,0.1437908194272816,0.6822657715796975,-0.0,0.0058257684714316735,80.7499413487849,1,1
2618.7848582142456,10.523075046414991,8.349044685758393,0.1642889532247375,0.18784603801942887,2.397075655045485,0.087117347628433,0.0794518812995745,0.6110547975133652,-0.0,0.006893066607787064,71.62533827340509,0,0
653.457863360379,10.431090946376212,9.474825162022478,0.3638182020224469,0.17711789662410218,2.397075655045485,0.087117347628433,0.10328558946554565,0.6308577154849512,-0.0,0.006893066607787064,71.62533827340509,0,0
723.3116582146406,12.921934033318635,0.0,0.8679791181835336,0.2621583671544194,3.1569819110442197,0.12875129780443298,-0.0,0.0,-0.0,0.008640702944201913,40.308923420607435,0,0
603.5014682016798,11.176245720507707,0.0,0.7275574973209133,0.19987576152016576,2.397075655045485,0.087117347628433,-0.0,0.0,-0.0,0.006893066607787064,71.62533827340509,0,0
2814.705028795723,13.608003625563533,12.083838113441415,0.4710295526567912,0.2543410796082917,3.3599181938702283,0.13798300224590648,0.13396745873246974,0.6667709307336932,0.0005366920300187275,0.009184550140147487,35.210892179723025,0,0
1600.0223534592333,11.11466083965683,0.0,0.41401055924912,0.19987576152016576,2.397075655045485,0.087117347628433,-0.0,0.0,-0.0,0.006893066607787064,71.62533827340509,0,0
589.3430038818647,12.67120556117823,0.0,0.8801092977990718,0.2678593919720258,3.100120024693772,0.1259575027955013,-0.0,0.0,-0.0,0.008357085942082594,40.30366079267599,0,0
1955.1963938826493,10.128006631805974,0.0,0.2167919799498746,0.19987576152016576,2.397075655045485,0.087117347628433,-0.0,0.0,-0.0,0.006893066607787064,71.62533827340509,0,0
-37752.5297343112,8.6563615864908,12.58382252925579,3.06224465272771,0.16750409515868972,2.156304173387885,0.07354654045622104,0.1390291147646604,0.6744324264106976,-0.0,0.006244969544749759,79.56295431742728,1,1
245.3124109325317,8.838017641225605,11.137744201301565,-1.5285558384867224,0.16750409515868972,2.156304173387885,0.07354654045622104,0.11674427730010056,0.6447640489079025,-0.0,0.006244969544749759,79.56295431742728,1,1
1173.539230685959,7.964523052148835,10.808104835719115,-0.4413653261236904,0.16750409515868972,2.0131131623415315,0.0657786430905986,0.11674427730010056,0.6447640489079025,-0.0,0.0058257684714316735,80.7499413487849,0,0
