Node,Average Rescue Ratio,Average Risk Probability
0,0.0,0.8469932675361633
1,0.0,0.9305866360664368
2,0.0,0.28467506170272827
3,0.0,0.04269840940833092
4,0.0,0.030675088986754417
5,0.0,0.04564671218395233
6,0.0,0.6787568926811218
7,0.0,0.028678912669420242
8,0.0,0.041731517761945724
9,0.0,0.2598802149295807
10,0.0,0.012984244152903557
11,0.0,0.9710060954093933
12,0.0,0.017078738659620285
13,0.0,0.8359853029251099
14,0.0,0.020034488290548325
15,0.0,0.01706373505294323
16,0.0,0.30442583560943604
17,0.0,0.624679684638977
18,0.0,0.2639748752117157
19,0.0,0.9680225253105164
20,0.0,0.5433403253555298
21,0.0,0.76218181848526
22,0.0,0.04269840940833092
23,0.005998020060360432,0.8381726145744324
24,0.0,0.14261195063591003
25,0.0,0.39433571696281433
26,0.0,0.017748795449733734
27,0.0,0.04247166961431503
28,0.0,0.02875368855893612
29,0.0,0.02062261290848255
30,0.0,0.25871673226356506
31,0.0,0.2846750020980835
32,0.0,0.02735496684908867
33,0.0,0.032437991350889206
34,0.0,0.036213550716638565
35,0.0,0.7189436554908752
36,0.0,0.024584423750638962
37,0.0,0.5291913151741028
38,0.0,0.024932343512773514
39,0.0,0.018717369064688683
40,0.0,0.010120299644768238
41,0.0,0.017402995377779007
42,0.0,0.02095453254878521
43,0.0,0.016009801998734474
44,0.0,0.024318024516105652
45,0.0,0.7872318625450134
46,0.0,0.016009801998734474
47,0.0,0.021567493677139282
48,0.0,0.04103642329573631
49,0.0,0.159104123711586
50,0.0,0.02102612517774105
51,0.0,0.01882052980363369
52,0.0,0.3757510781288147
53,0.0,0.020252956077456474
54,0.0,0.018486786633729935
55,0.0,0.8713757395744324
56,0.0,0.7650895714759827
57,0.0,0.03823813050985336
58,0.24400198459625244,0.9946733713150024
59,0.0,0.625481367111206
60,0.0,0.877903938293457
61,0.0,0.4573443531990051
62,0.0,0.2788933217525482
63,0.0,0.27713602781295776
64,0.0,0.03275541588664055
65,0.0,0.7127293348312378
66,0.0,0.021684350445866585
