Node,Initial Risk Probability,Best Risk Probability,Rescue Ratio
0,3.300847595255618e-08,5.042798179033525e-09,0.0
1,0.004729345440864563,0.001985749928280711,0.0
2,0.003915407694876194,0.0012370769400149584,0.03026393987238407
3,0.0024097198620438576,0.000726228638086468,0.0
4,0.005162286572158337,0.0023689621593803167,0.0
5,0.00030780851375311613,7.008925604168326e-05,0.0
6,0.0035427070688456297,0.002158647868782282,0.0
7,0.006036852020770311,0.002764631062746048,0.0
8,0.0006652469746768475,0.00015352052287198603,0.0
9,0.0002678125165402889,0.00021592820121441036,0.0
10,0.0010042848298326135,0.0007884488441050053,0.0
11,6.576164742000401e-05,6.405700696632266e-05,0.0
12,0.4662974178791046,0.21535775065422058,0.030847681686282158
13,0.00016824156045913696,0.00014415261102840304,0.0
14,0.005688665434718132,0.0024251104332506657,0.0193051565438509
15,0.00017373818263877183,0.00016897742170840502,0.0
16,0.00017834390746429563,0.00017348887922707945,0.0
17,0.0001903256488731131,0.00018691153672989458,0.0
18,0.0066952952183783054,0.003123602597042918,0.0
19,0.0003152700373902917,0.0002757035836111754,0.0
20,0.004558696411550045,0.002219319110736251,0.0
21,0.00012639487977139652,0.00012496791896410286,0.0
22,0.00011986539175268263,0.00011856899072881788,0.0
23,0.0023827662225812674,0.0006706412532366812,0.0
24,0.00023606444301549345,0.0002308978291694075,0.0
25,0.9233637452125549,0.9012821316719055,0.0
26,0.0001851251145126298,0.0001821585901780054,0.0
27,0.0001851251145126298,0.0001821585901780054,0.0
28,0.0006437561241909862,0.0001599343231646344,0.03038262203335762
29,0.9671418070793152,0.9534296989440918,0.0
30,0.0002272497513331473,0.00022604932019021362,0.0
31,0.9989727735519409,0.9989665746688843,0.0
32,0.94935142993927,0.9343740940093994,0.0
33,0.00010524565004743636,0.00010339709842810407,0.0
34,0.006950038485229015,0.0029744894709438086,0.0
35,0.00014704145723953843,0.00014585295866709203,0.0
36,0.0002254260325571522,0.00022477249149233103,0.0
37,4.680061829276383e-05,4.6789191401330754e-05,0.0
38,0.9993628859519958,0.9993626475334167,0.0
39,0.0002701145422179252,0.0002695441653486341,0.0
40,0.0002701145422179252,0.0002695441653486341,0.0
41,9.559551108395681e-05,9.487825445830822e-05,0.0
42,0.9997475743293762,0.9997468590736389,0.0
43,0.9966323971748352,0.9958124756813049,0.0
44,0.0003403706068638712,0.0003360699338372797,0.0
45,0.00043471335084177554,0.00043149347766302526,0.0
46,0.9998444318771362,0.9802385568618774,0.027649937197566032
47,0.00064413360087201,0.0006420338177122176,0.0
48,0.00023747106024529785,0.00023686460917815566,0.0
49,0.9990691542625427,0.9989418387413025,0.0
50,0.0008630690281279385,0.0008623151807114482,0.0
51,0.9998928308486938,0.9998927116394043,0.0
52,0.999761164188385,0.6254361271858215,0.027693290263414383
53,0.001598460366949439,0.001598460366949439,0.0
54,0.9997562766075134,0.999750554561615,0.0
55,0.0008728244574740529,0.0008728244574740529,0.0
56,0.9996587038040161,0.9996528625488281,0.0
57,0.00018283618555869907,0.00018228995031677186,0.0
58,0.0002701528719626367,0.0002694619179237634,0.0
59,0.0005064387223683298,0.0005060724215582013,0.0
60,0.0007505853427574039,0.000746567384339869,0.0
61,0.0005441702087409794,0.0005388852441683412,0.0
62,0.00027042062720283866,0.00027024559676647186,0.0
63,0.9990519881248474,0.9990490078926086,0.0
64,0.00010462525096954778,0.00010461188503541052,0.0
65,0.001886194571852684,0.0018804272403940558,0.0
66,0.0007465886301361024,0.0007465142989531159,0.0
67,0.00125274364836514,0.0012522711185738444,0.0
68,0.0021036069374531507,0.0021036069374531507,0.0
69,0.00028037879383191466,0.0002797166525851935,0.0
70,0.00042234500870108604,0.00042125151958316565,0.0
71,0.0007149342563934624,0.0007040422060526907,0.0
72,0.0011649916414171457,0.0011649916414171457,0.0
73,0.002481085481122136,0.002481085481122136,0.0
74,0.0015075326664373279,0.001504311803728342,0.0
75,0.0020216850098222494,0.0020216850098222494,0.0
76,0.0011939671821892262,9.19392732612323e-06,0.027945268899202347
77,0.0038742718752473593,0.0038742718752473593,0.0
78,0.00020609011698979884,0.00020606379257515073,0.0
79,0.00030205913935787976,0.0003020191506948322,0.0
80,0.0037876556161791086,0.0037876556161791086,0.0
81,0.00040117630851455033,0.00040113352588377893,0.0
82,0.0003343556891195476,0.00033427446032874286,0.0
83,0.0004519557405728847,0.0004506621044129133,0.0
84,0.0002771219296846539,0.0002770920400507748,0.0
85,0.000398855161620304,0.0003972358244936913,0.0
86,0.0012223055819049478,0.0012214954476803541,0.0
87,0.9999653100967407,0.9999651908874512,0.0
88,0.0004213997453916818,6.869446679047542e-06,0.05591210350394249
89,0.9994648098945618,0.9994648098945618,0.0
0,3.300847595255618e-08,1.2801656401606465e-09,0.0
1,0.004729345440864563,0.0018772134790197015,0.0
2,0.003915407694876194,0.0009982021292671561,0.0
3,0.0024097198620438576,0.0005614576512016356,0.0
4,0.005162286572158337,0.0022616584319621325,0.0
5,0.00030780851375311613,5.0315542466705665e-05,0.0
6,0.0035427070688456297,0.0018926183693110943,0.0
7,0.006036852020770311,0.0026403891388326883,0.0
8,0.0006652469746768475,0.00011033201008103788,0.0
9,0.0002678125165402889,0.00019605792476795614,0.0
10,0.0010042848298326135,0.0007071899017319083,0.0
11,6.576164742000401e-05,5.827748100273311e-05,0.0
12,0.4662974178791046,0.3131265342235565,0.0
13,0.00016824156045913696,0.0001350107922917232,0.0
14,0.005688665434718132,0.002589730080217123,0.0
15,0.00017373818263877183,0.00014519912656396627,0.0
16,0.00017834390746429563,0.0001570969179738313,0.0
17,0.0001903256488731131,0.0001849943510023877,0.0
18,0.0066952952183783054,0.00299204234033823,0.0
19,0.0003152700373902917,7.525904948124662e-05,0.03070775605738163
20,0.004558696411550045,0.0017492905026301742,0.031179148703813553
21,0.00012639487977139652,0.00012455998512450606,0.0
22,0.00011986539175268263,0.0001181981569970958,0.0
23,0.0023827662225812674,0.0005097309476695955,0.0
24,0.00023606444301549345,0.00022094271844252944,0.0
25,0.9233637452125549,0.4230966866016388,0.03051164001226425
26,0.0001851251145126298,0.00018047969206236303,0.0
27,0.0001851251145126298,0.00018047969206236303,0.0
28,0.0006437561241909862,0.0004682240542024374,0.0
29,0.9671418070793152,0.9458652138710022,0.0
30,0.0002272497513331473,0.0002263156493427232,0.0
31,0.9989727735519409,0.9345627427101135,0.028747383505105972
32,0.94935142993927,0.9266908764839172,0.0
33,0.00010524565004743636,0.00010235859372187406,0.0
34,0.006950038485229015,0.00283836736343801,0.0
35,0.00014704145723953843,0.00014609000936616212,0.0
36,0.0002254260325571522,0.000224877949221991,0.0
37,4.680061829276383e-05,4.678643381339498e-05,0.0
38,0.9993628859519958,0.9480164647102356,0.028626777231693268
39,0.0002701145422179252,0.0002696364535950124,0.0
40,0.0002701145422179252,0.0002696364535950124,0.0
41,9.559551108395681e-05,9.50215762713924e-05,0.0
42,0.9997475743293762,0.9997469782829285,0.0
43,0.9966323971748352,0.23170295357704163,0.02923479862511158
44,0.0003403706068638712,0.00033346691634505987,0.0
45,0.00043471335084177554,0.00043213620665483177,0.0
46,0.9998444318771362,0.9998443126678467,0.0
47,0.00064413360087201,0.0006424213061109185,0.0
48,0.00023747106024529785,0.00023696264543104917,0.0
49,0.9990691542625427,0.9988657236099243,0.0
50,0.0008630690281279385,0.0008622395689599216,0.0
51,0.9998928308486938,0.9998927116394043,0.0
52,0.999761164188385,0.9997542500495911,0.0
