Epoch,Average Test Reward,Average Test Risk
343,tensor(103.4444),43.37875783443451
344,tensor(103.4434),43.37867319583893
345,tensor(103.4447),43.37874919176102
346,tensor(103.4466),43.37863951921463
347,tensor(103.4471),43.378700613975525
348,tensor(103.4501),43.37872803211212
349,tensor(103.4478),43.3785817027092
350,tensor(103.4530),43.37878257036209
351,tensor(103.4514),43.37894558906555
352,tensor(103.4483),43.378717601299286
353,tensor(103.4438),43.37861329317093
354,tensor(103.4414),43.37858706712723
355,tensor(103.4435),43.37865710258484
356,tensor(103.4452),43.37867319583893
357,tensor(103.4453),43.378542363643646
358,tensor(103.4472),43.378622233867645
359,tensor(103.4923),43.37904244661331
360,tensor(103.4452),43.37861925363541
361,tensor(103.4444),43.37873637676239
362,tensor(103.4454),43.37879717350006
363,tensor(103.4440),43.37853640317917
364,tensor(103.4447),43.37873011827469
365,tensor(103.6476),43.38071405887604
366,tensor(103.4426),43.378590643405914
367,tensor(103.4427),43.37854653596878
368,tensor(103.4432),43.37872564792633
369,tensor(103.4412),43.378514647483826
370,tensor(103.4436),43.378600776195526
371,tensor(103.4439),43.37858408689499
372,tensor(103.4443),43.37865233421326
373,tensor(103.4445),43.37865352630615
374,tensor(103.4459),43.37860286235809
375,tensor(103.4478),43.37880223989487
376,tensor(103.4487),43.378618359565735
377,tensor(103.4426),43.37858498096466
378,tensor(103.4477),43.378659784793854
379,tensor(103.4479),43.37875872850418
380,tensor(103.4452),43.37873339653015
381,tensor(103.4433),43.378712236881256
382,tensor(103.4430),43.378644585609436
383,tensor(103.4418),43.3785605430603
384,tensor(103.4450),43.37870240211487
385,tensor(103.4461),43.37858647108078
386,tensor(103.6001),43.38012844324112
387,tensor(103.4939),43.3791247010231
388,tensor(103.4409),43.378566205501556
389,tensor(103.4430),43.37858319282532
390,tensor(103.4421),43.37882101535797
391,tensor(103.4448),43.37877422571182
392,tensor(103.4436),43.378638327121735
393,tensor(103.4438),43.378762006759644
394,tensor(103.4448),43.378829658031464
395,tensor(103.4444),43.37864100933075
396,tensor(103.4455),43.378706872463226
397,tensor(103.4475),43.37872385978699
398,tensor(103.4491),43.37886095046997
399,tensor(103.4489),43.37866932153702
400,tensor(103.4485),43.37860316038132
401,tensor(103.4869),43.37914377450943
402,tensor(103.4703),43.37894558906555
403,tensor(103.4615),43.378854393959045
404,tensor(103.4556),43.378849029541016
405,tensor(103.4541),43.378750681877136
406,tensor(103.4503),43.37871968746185
407,tensor(103.4449),43.37866425514221
408,tensor(103.4469),43.37874174118042
409,tensor(103.4449),43.378590643405914
410,tensor(103.4420),43.37856024503708
411,tensor(103.4436),43.37856560945511
412,tensor(103.4441),43.378753662109375
413,tensor(103.4440),43.37856262922287
414,tensor(103.4445),43.378503918647766
415,tensor(103.4459),43.37857365608215
416,tensor(149.3598),43.37713897228241
417,tensor(103.4997),43.37927520275116
418,tensor(103.5273),43.37944179773331
419,tensor(103.4958),43.37930917739868
420,tensor(103.4810),43.37910175323486
421,tensor(103.4715),43.379000425338745
422,tensor(103.4702),43.3788788318634
423,tensor(103.4574),43.37896108627319
424,tensor(103.4476),43.37868690490723
425,tensor(103.4440),43.378756046295166
426,tensor(103.4457),43.378829658031464
427,tensor(103.4440),43.37855935096741
428,tensor(103.4445),43.37862342596054
429,tensor(103.4466),43.37863624095917
430,tensor(103.4475),43.37869971990585
431,tensor(103.4507),43.37859809398651
432,tensor(103.4692),43.378954231739044
433,tensor(103.4803),43.37908983230591
434,tensor(103.4751),43.37897002696991
435,tensor(103.4643),43.3787202835083
436,tensor(103.4577),43.37878227233887
437,tensor(103.4483),43.3786204457283
438,tensor(103.4437),43.37851107120514
439,tensor(103.4431),43.37850213050842
440,tensor(103.4451),43.37875962257385
441,tensor(103.4433),43.37848961353302
442,tensor(103.4443),43.37849318981171
443,tensor(103.4467),43.37869495153427
444,tensor(103.4469),43.378631472587585
445,tensor(103.4494),43.378649950027466
446,tensor(103.5697),43.38015854358673
447,tensor(103.5568),43.37985575199127
448,tensor(103.5393),43.3796301484108
449,tensor(103.5232),43.37944805622101
450,tensor(103.5052),43.37922900915146
451,tensor(103.4922),43.37914764881134
452,tensor(103.4858),43.37906867265701
453,tensor(103.4746),43.379027247428894
454,tensor(103.4676),43.37882250547409
455,tensor(103.4609),43.37875425815582
456,tensor(103.4540),43.378745913505554
457,tensor(103.4503),43.37875455617905
458,tensor(103.4485),43.37867110967636
459,tensor(103.4470),43.37883234024048
460,tensor(103.4434),43.378550708293915
461,tensor(103.4447),43.378553688526154
462,tensor(103.4461),43.3786216378212
463,tensor(103.4464),43.37875306606293
464,tensor(103.4472),43.37862551212311
465,tensor(103.4492),43.378705978393555
466,tensor(103.7740),43.381940722465515
467,tensor(103.4795),43.379055857658386
468,tensor(103.4760),43.378856778144836
469,tensor(103.4465),43.37869703769684
470,tensor(103.4458),43.37868928909302
471,tensor(103.4446),43.37855130434036
472,tensor(103.4466),43.37862581014633
473,tensor(103.4453),43.378551602363586
474,tensor(103.4475),43.378753662109375
475,tensor(103.4482),43.37863236665726
476,tensor(103.4499),43.37864398956299
477,tensor(103.4515),43.37852895259857
478,tensor(103.5383),43.37955296039581
479,tensor(103.4706),43.379029631614685
480,tensor(103.4677),43.37882548570633
481,tensor(103.4631),43.37883710861206
482,tensor(103.4589),43.37878704071045
483,tensor(103.4563),43.37880611419678
484,tensor(103.4525),43.37870895862579
485,tensor(103.4505),43.37863624095917
486,tensor(103.4495),43.37873250246048
487,tensor(103.4478),43.37876886129379
488,tensor(103.4458),43.378569185733795
489,tensor(103.4457),43.37862640619278
490,tensor(103.4463),43.37862014770508
491,tensor(103.4460),43.37855875492096
492,tensor(103.4467),43.37862312793732
493,tensor(103.4476),43.37862551212311
494,tensor(103.4503),43.37870925664902
495,tensor(103.4513),43.378650546073914
496,tensor(103.4522),43.3785942196846
497,tensor(103.5366),43.379540741443634
498,tensor(103.4446),43.37855130434036
499,tensor(103.4439),43.37848722934723
500,tensor(103.4448),43.378615379333496
