Epoch 1/300,Train_Loss: 0.7675,Train_Accuracy: 0.1732,train_F1: 0.1732,train_AUC: 0.4586, Val_Accuracy: 0.3077,Val_F1: 0.3036,Val_AUC: 0.4667
Epoch 2/300,Train_Loss: 0.7292,Train_Accuracy: 0.4882,train_F1: 0.4882,train_AUC: 0.4701, Val_Accuracy: 0.3846,Val_F1: 0.3697,Val_AUC: 0.5619
Epoch 3/300,Train_Loss: 0.7027,Train_Accuracy: 0.6063,train_F1: 0.6063,train_AUC: 0.3115, Val_Accuracy: 0.5385,Val_F1: 0.4902,Val_AUC: 0.6190
Epoch 4/300,Train_Loss: 0.6886,Train_Accuracy: 0.6299,train_F1: 0.6299,train_AUC: 0.3298, Val_Accuracy: 0.6154,Val_F1: 0.4583,Val_AUC: 0.6286
Epoch 5/300,Train_Loss: 0.6688,Train_Accuracy: 0.6929,train_F1: 0.6929,train_AUC: 0.3771, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5905
Epoch 6/300,Train_Loss: 0.6531,Train_Accuracy: 0.7638,train_F1: 0.7638,train_AUC: 0.3972, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5810
Epoch 7/300,Train_Loss: 0.6290,Train_Accuracy: 0.7953,train_F1: 0.7953,train_AUC: 0.4686, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5524
Epoch 8/300,Train_Loss: 0.6177,Train_Accuracy: 0.8346,train_F1: 0.8346,train_AUC: 0.4858, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5714
Epoch 9/300,Train_Loss: 0.6032,Train_Accuracy: 0.8425,train_F1: 0.8425,train_AUC: 0.4887, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5524
Epoch 10/300,Train_Loss: 0.5858,Train_Accuracy: 0.8189,train_F1: 0.8189,train_AUC: 0.5167, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5333
Epoch 11/300,Train_Loss: 0.5635,Train_Accuracy: 0.8346,train_F1: 0.8346,train_AUC: 0.5581, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5429
Epoch 12/300,Train_Loss: 0.5377,Train_Accuracy: 0.8425,train_F1: 0.8425,train_AUC: 0.5853, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5333
Epoch 13/300,Train_Loss: 0.5549,Train_Accuracy: 0.8504,train_F1: 0.8504,train_AUC: 0.5013, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5143
Epoch 14/300,Train_Loss: 0.5228,Train_Accuracy: 0.8425,train_F1: 0.8425,train_AUC: 0.6099, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5238
Epoch 15/300,Train_Loss: 0.5436,Train_Accuracy: 0.8346,train_F1: 0.8346,train_AUC: 0.5130, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5143
Epoch 16/300,Train_Loss: 0.5377,Train_Accuracy: 0.8189,train_F1: 0.8189,train_AUC: 0.5105, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5143
Epoch 17/300,Train_Loss: 0.5177,Train_Accuracy: 0.8346,train_F1: 0.8346,train_AUC: 0.5853, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5238
Epoch 18/300,Train_Loss: 0.5493,Train_Accuracy: 0.8189,train_F1: 0.8189,train_AUC: 0.5134, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.5810
Epoch 19/300,Train_Loss: 0.4650,Train_Accuracy: 0.8268,train_F1: 0.8268,train_AUC: 0.6446, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.6857
Epoch 20/300,Train_Loss: 0.4982,Train_Accuracy: 0.8346,train_F1: 0.8346,train_AUC: 0.6369, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.7714
Epoch 21/300,Train_Loss: 0.5143,Train_Accuracy: 0.8425,train_F1: 0.8425,train_AUC: 0.5794, Val_Accuracy: 0.8077,Val_F1: 0.4468,Val_AUC: 0.8476
