Epoch 1/300,Train_Loss: 0.7618,Train_Accuracy: 0.1875,train_F1: 0.1875,train_AUC: 0.4497, Val_Accuracy: 0.3077,Val_F1: 0.3036,Val_AUC: 0.4857
Epoch 2/300,Train_Loss: 0.7290,Train_Accuracy: 0.4219,train_F1: 0.4219,train_AUC: 0.3748, Val_Accuracy: 0.4231,Val_F1: 0.4009,Val_AUC: 0.5905
Epoch 3/300,Train_Loss: 0.7175,Train_Accuracy: 0.5391,train_F1: 0.5391,train_AUC: 0.2649, Val_Accuracy: 0.5769,Val_F1: 0.5193,Val_AUC: 0.6286
Epoch 4/300,Train_Loss: 0.6879,Train_Accuracy: 0.6406,train_F1: 0.6406,train_AUC: 0.3619, Val_Accuracy: 0.6923,Val_F1: 0.6090,Val_AUC: 0.6571
Epoch 5/300,Train_Loss: 0.6743,Train_Accuracy: 0.7109,train_F1: 0.7109,train_AUC: 0.3891, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6857
Epoch 6/300,Train_Loss: 0.6689,Train_Accuracy: 0.7500,train_F1: 0.7500,train_AUC: 0.3305, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6762
Epoch 7/300,Train_Loss: 0.6348,Train_Accuracy: 0.7969,train_F1: 0.7969,train_AUC: 0.4295, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6476
Epoch 8/300,Train_Loss: 0.6278,Train_Accuracy: 0.7891,train_F1: 0.7891,train_AUC: 0.4734, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6190
Epoch 9/300,Train_Loss: 0.6139,Train_Accuracy: 0.8359,train_F1: 0.8359,train_AUC: 0.4384, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5905
Epoch 10/300,Train_Loss: 0.5973,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.4575, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5810
Epoch 11/300,Train_Loss: 0.5737,Train_Accuracy: 0.8203,train_F1: 0.8203,train_AUC: 0.5171, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5619
Epoch 12/300,Train_Loss: 0.5652,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5115, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5524
Epoch 13/300,Train_Loss: 0.5731,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.4858, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5524
Epoch 14/300,Train_Loss: 0.5517,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5379, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5524
Epoch 15/300,Train_Loss: 0.5585,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5025, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5524
Epoch 16/300,Train_Loss: 0.5619,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.4862, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5524
Epoch 17/300,Train_Loss: 0.5482,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.5037, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5619
Epoch 18/300,Train_Loss: 0.5500,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5417, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5714
Epoch 19/300,Train_Loss: 0.5217,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.5643, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5714
Epoch 20/300,Train_Loss: 0.5234,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.6153, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5810
Epoch 21/300,Train_Loss: 0.5220,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5953, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.5905
Epoch 22/300,Train_Loss: 0.5529,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5546, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6000
Epoch 23/300,Train_Loss: 0.5187,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.5483, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6095
Epoch 24/300,Train_Loss: 0.5542,Train_Accuracy: 0.8359,train_F1: 0.8359,train_AUC: 0.5146, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6095
Epoch 25/300,Train_Loss: 0.5071,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.5915, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6190
Epoch 26/300,Train_Loss: 0.5219,Train_Accuracy: 0.8203,train_F1: 0.8203,train_AUC: 0.5561, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6190
Epoch 27/300,Train_Loss: 0.5285,Train_Accuracy: 0.8359,train_F1: 0.8359,train_AUC: 0.5309, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6476
Epoch 28/300,Train_Loss: 0.5156,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.5837, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.6952
Epoch 29/300,Train_Loss: 0.5240,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5456, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.7048
Epoch 30/300,Train_Loss: 0.4870,Train_Accuracy: 0.8125,train_F1: 0.8125,train_AUC: 0.6703, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.7714
Epoch 31/300,Train_Loss: 0.4859,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.6724, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.7905
Epoch 32/300,Train_Loss: 0.4871,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.6944, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8190
Epoch 33/300,Train_Loss: 0.4992,Train_Accuracy: 0.8281,train_F1: 0.8281,train_AUC: 0.5689, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 34/300,Train_Loss: 0.4560,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.7363, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8667
Epoch 35/300,Train_Loss: 0.4625,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.7278, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8571
Epoch 36/300,Train_Loss: 0.4661,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7359, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8667
Epoch 37/300,Train_Loss: 0.4582,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.6769, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 38/300,Train_Loss: 0.4173,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.8346, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 39/300,Train_Loss: 0.4540,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7394, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 40/300,Train_Loss: 0.4290,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.8604, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 41/300,Train_Loss: 0.4723,Train_Accuracy: 0.8359,train_F1: 0.8359,train_AUC: 0.6517, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 42/300,Train_Loss: 0.3908,Train_Accuracy: 0.9141,train_F1: 0.9141,train_AUC: 0.9363, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 43/300,Train_Loss: 0.4344,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7994, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8476
Epoch 44/300,Train_Loss: 0.4181,Train_Accuracy: 0.8750,train_F1: 0.8750,train_AUC: 0.8520, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 45/300,Train_Loss: 0.4119,Train_Accuracy: 0.8672,train_F1: 0.8672,train_AUC: 0.7926, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 46/300,Train_Loss: 0.4214,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7969, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 47/300,Train_Loss: 0.3674,Train_Accuracy: 0.8906,train_F1: 0.8906,train_AUC: 0.8571, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 48/300,Train_Loss: 0.3787,Train_Accuracy: 0.8750,train_F1: 0.8750,train_AUC: 0.8540, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 49/300,Train_Loss: 0.4039,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.8101, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 50/300,Train_Loss: 0.3965,Train_Accuracy: 0.8672,train_F1: 0.8672,train_AUC: 0.8256, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 51/300,Train_Loss: 0.3684,Train_Accuracy: 0.8594,train_F1: 0.8594,train_AUC: 0.8804, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 52/300,Train_Loss: 0.3975,Train_Accuracy: 0.8359,train_F1: 0.8359,train_AUC: 0.7697, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 53/300,Train_Loss: 0.4061,Train_Accuracy: 0.8203,train_F1: 0.8203,train_AUC: 0.7689, Val_Accuracy: 0.8462,Val_F1: 0.6232,Val_AUC: 0.8381
Epoch 54/300,Train_Loss: 0.3665,Train_Accuracy: 0.8750,train_F1: 0.8750,train_AUC: 0.8497, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 55/300,Train_Loss: 0.3993,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7864, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 56/300,Train_Loss: 0.3447,Train_Accuracy: 0.8984,train_F1: 0.8984,train_AUC: 0.8711, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 57/300,Train_Loss: 0.3975,Train_Accuracy: 0.8516,train_F1: 0.8516,train_AUC: 0.7705, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 58/300,Train_Loss: 0.3527,Train_Accuracy: 0.8750,train_F1: 0.8750,train_AUC: 0.8695, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 59/300,Train_Loss: 0.4368,Train_Accuracy: 0.8203,train_F1: 0.8203,train_AUC: 0.7398, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 60/300,Train_Loss: 0.3426,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.9282, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 61/300,Train_Loss: 0.3512,Train_Accuracy: 0.8750,train_F1: 0.8750,train_AUC: 0.8959, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 62/300,Train_Loss: 0.3373,Train_Accuracy: 0.8672,train_F1: 0.8672,train_AUC: 0.8724, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 63/300,Train_Loss: 0.3081,Train_Accuracy: 0.9062,train_F1: 0.9062,train_AUC: 0.9383, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
Epoch 64/300,Train_Loss: 0.3778,Train_Accuracy: 0.8438,train_F1: 0.8438,train_AUC: 0.8019, Val_Accuracy: 0.8846,Val_F1: 0.7524,Val_AUC: 0.8286
