Epoch 1/200,Train_Loss: 1.2754,Train_Accuracy: 0.6508,train_F1: 0.6508,train_AUC: 0.3856, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.1771
Epoch 2/200,Train_Loss: 1.0175,Train_Accuracy: 0.6984,train_F1: 0.6984,train_AUC: 0.4181, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.2292
Epoch 3/200,Train_Loss: 1.0393,Train_Accuracy: 0.6270,train_F1: 0.6270,train_AUC: 0.4314, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.2500
Epoch 4/200,Train_Loss: 1.0512,Train_Accuracy: 0.6587,train_F1: 0.6587,train_AUC: 0.3714, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.2812
Epoch 5/200,Train_Loss: 0.8396,Train_Accuracy: 0.6270,train_F1: 0.6270,train_AUC: 0.5091, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.3229
Epoch 6/200,Train_Loss: 0.8128,Train_Accuracy: 0.6429,train_F1: 0.6429,train_AUC: 0.4722, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.3646
Epoch 7/200,Train_Loss: 0.7474,Train_Accuracy: 0.6667,train_F1: 0.6667,train_AUC: 0.4924, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.3646
Epoch 8/200,Train_Loss: 0.7872,Train_Accuracy: 0.6349,train_F1: 0.6349,train_AUC: 0.4506, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.3854
Epoch 9/200,Train_Loss: 0.6632,Train_Accuracy: 0.7063,train_F1: 0.7063,train_AUC: 0.4879, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.3854
Epoch 10/200,Train_Loss: 0.7105,Train_Accuracy: 0.6429,train_F1: 0.6429,train_AUC: 0.4619, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4062
Epoch 11/200,Train_Loss: 0.5305,Train_Accuracy: 0.7857,train_F1: 0.7857,train_AUC: 0.5539, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4062
Epoch 12/200,Train_Loss: 0.6617,Train_Accuracy: 0.6746,train_F1: 0.6746,train_AUC: 0.4678, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4167
Epoch 13/200,Train_Loss: 0.6396,Train_Accuracy: 0.7302,train_F1: 0.7302,train_AUC: 0.4299, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4167
Epoch 14/200,Train_Loss: 0.5540,Train_Accuracy: 0.8413,train_F1: 0.8413,train_AUC: 0.5012, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4167
Epoch 15/200,Train_Loss: 0.4966,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.5711, Val_Accuracy: 0.8571,Val_F1: 0.8571,Val_AUC: 0.4271
Epoch 16/200,Train_Loss: 0.5326,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.4929, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.4479
Epoch 17/200,Train_Loss: 0.5669,Train_Accuracy: 0.8492,train_F1: 0.8492,train_AUC: 0.4343, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.5000
Epoch 18/200,Train_Loss: 0.4957,Train_Accuracy: 0.8492,train_F1: 0.8492,train_AUC: 0.5504, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.5312
Epoch 19/200,Train_Loss: 0.4909,Train_Accuracy: 0.8810,train_F1: 0.8810,train_AUC: 0.5701, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.5625
Epoch 20/200,Train_Loss: 0.5037,Train_Accuracy: 0.8333,train_F1: 0.8333,train_AUC: 0.4747, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6875
Epoch 21/200,Train_Loss: 0.4643,Train_Accuracy: 0.8571,train_F1: 0.8571,train_AUC: 0.7029, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7708
Epoch 22/200,Train_Loss: 0.5388,Train_Accuracy: 0.7857,train_F1: 0.7857,train_AUC: 0.5091, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7708
Epoch 23/200,Train_Loss: 0.4802,Train_Accuracy: 0.8413,train_F1: 0.8413,train_AUC: 0.6227, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7500
Epoch 24/200,Train_Loss: 0.4751,Train_Accuracy: 0.8333,train_F1: 0.8333,train_AUC: 0.6208, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7292
Epoch 25/200,Train_Loss: 0.4685,Train_Accuracy: 0.8651,train_F1: 0.8651,train_AUC: 0.5903, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7188
Epoch 26/200,Train_Loss: 0.4154,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.7585, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6979
Epoch 27/200,Train_Loss: 0.4452,Train_Accuracy: 0.8333,train_F1: 0.8333,train_AUC: 0.7678, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6979
Epoch 28/200,Train_Loss: 0.4412,Train_Accuracy: 0.8968,train_F1: 0.8968,train_AUC: 0.6513, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7292
Epoch 29/200,Train_Loss: 0.3940,Train_Accuracy: 0.8968,train_F1: 0.8968,train_AUC: 0.7905, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6979
Epoch 30/200,Train_Loss: 0.4143,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.6926, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6979
Epoch 31/200,Train_Loss: 0.4193,Train_Accuracy: 0.8810,train_F1: 0.8810,train_AUC: 0.6837, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.6979
Epoch 32/200,Train_Loss: 0.4306,Train_Accuracy: 0.8571,train_F1: 0.8571,train_AUC: 0.6601, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.7396
Epoch 33/200,Train_Loss: 0.3861,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.7496, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.8646
Epoch 34/200,Train_Loss: 0.4899,Train_Accuracy: 0.8413,train_F1: 0.8413,train_AUC: 0.5440, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 35/200,Train_Loss: 0.4380,Train_Accuracy: 0.8571,train_F1: 0.8571,train_AUC: 0.6596, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 36/200,Train_Loss: 0.4032,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.7334, Val_Accuracy: 0.9286,Val_F1: 0.9286,Val_AUC: 1.0000
Epoch 37/200,Train_Loss: 0.3915,Train_Accuracy: 0.8810,train_F1: 0.8810,train_AUC: 0.8544, Val_Accuracy: 0.9286,Val_F1: 0.9286,Val_AUC: 1.0000
Epoch 38/200,Train_Loss: 0.3917,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.7949, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 39/200,Train_Loss: 0.4042,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.8214, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 40/200,Train_Loss: 0.4206,Train_Accuracy: 0.8810,train_F1: 0.8810,train_AUC: 0.6921, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.8958
Epoch 41/200,Train_Loss: 0.3714,Train_Accuracy: 0.8968,train_F1: 0.8968,train_AUC: 0.7177, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.8333
Epoch 42/200,Train_Loss: 0.4241,Train_Accuracy: 0.8651,train_F1: 0.8651,train_AUC: 0.5829, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 0.9375
Epoch 43/200,Train_Loss: 0.4163,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.6158, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 44/200,Train_Loss: 0.3612,Train_Accuracy: 0.8810,train_F1: 0.8810,train_AUC: 0.8264, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 45/200,Train_Loss: 0.3655,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.8269, Val_Accuracy: 0.9286,Val_F1: 0.9286,Val_AUC: 1.0000
Epoch 46/200,Train_Loss: 0.3145,Train_Accuracy: 0.9048,train_F1: 0.9048,train_AUC: 0.8756, Val_Accuracy: 1.0000,Val_F1: 1.0000,Val_AUC: 1.0000
Epoch 47/200,Train_Loss: 0.3982,Train_Accuracy: 0.8730,train_F1: 0.8730,train_AUC: 0.7314, Val_Accuracy: 1.0000,Val_F1: 1.0000,Val_AUC: 1.0000
Epoch 48/200,Train_Loss: 0.3040,Train_Accuracy: 0.9206,train_F1: 0.9206,train_AUC: 0.9636, Val_Accuracy: 1.0000,Val_F1: 1.0000,Val_AUC: 1.0000
Epoch 49/200,Train_Loss: 0.3670,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.7742, Val_Accuracy: 0.9643,Val_F1: 0.9643,Val_AUC: 1.0000
Epoch 50/200,Train_Loss: 0.3481,Train_Accuracy: 0.9048,train_F1: 0.9048,train_AUC: 0.9085, Val_Accuracy: 0.9286,Val_F1: 0.9286,Val_AUC: 1.0000
Epoch 51/200,Train_Loss: 0.3233,Train_Accuracy: 0.8889,train_F1: 0.8889,train_AUC: 0.8780, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 52/200,Train_Loss: 0.3074,Train_Accuracy: 0.8968,train_F1: 0.8968,train_AUC: 0.8770, Val_Accuracy: 0.8929,Val_F1: 0.8929,Val_AUC: 1.0000
Epoch 53/200,Train_Loss: 0.3039,Train_Accuracy: 0.9048,train_F1: 0.9048,train_AUC: 0.8642, Val_Accuracy: 0.9286,Val_F1: 0.9286,Val_AUC: 1.0000
